gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_no,D1_B7_no,D2_B7C2_no,D2_B7_no,D3_B7C2_no,D3_B7_no
ENSG00000145725,PPIP5K2,23262,diphosphoinositol pentakisphosphate kinase 2,1224.041382047064,-0.009121438028025213,0.12025075936311326,-0.07585347549017807,0.9395356713443295,0.9917784390998806,1311,1387,1218,1242,1032,1195
ENSG00000145945,FAM50B,26240,family with sequence similarity 50 member B,971.4529191521751,0.013655636128488493,0.19398303605044162,0.07039603259399241,0.9438784489478066,0.9917784390998806,1010,885,946,942,885,1152
ENSG00000147419,CCDC25,55246,coiled-coil domain containing 25,1923.6440410867156,-0.013236668767907883,0.18233435933453485,-0.07259558108640474,0.9421279432258132,0.9917784390998806,1860,1742,1930,2157,1762,2065
ENSG00000147813,NAPRT,93100,nicotinate phosphoribosyltransferase,279.29604064758473,0.12721766638114515,1.569425626512196,0.08106001599060582,0.9353942236219416,0.9917784390998806,198,322,15,13,617,486
ENSG00000149089,APIP,51074,APAF1 interacting protein,892.053354627484,0.0192420411187742,0.2532534140493818,0.07597939475367627,0.9394354914082549,0.9917784390998806,1022,956,991,1142,618,668
ENSG00000150457,LATS2,26524,large tumor suppressor kinase 2,88.76333433078392,-0.021223241315716537,0.32055556311657013,-0.06620768365201854,0.9472124795294382,0.9917784390998806,105,116,92,77,62,87
ENSG00000150907,FOXO1,2308,forkhead box O1,3107.2690557588385,-0.0094815251128012,0.13191816094217237,-0.0718742972543221,0.942701944953867,0.9917784390998806,3652,3891,2517,3099,2928,2771
ENSG00000151553,FHIP2A,57700,FHF complex subunit HOOK interacting protein 2A,1459.0745410452384,0.01809625581386362,0.23120864119643494,0.0782680773530823,0.9376148101241062,0.9917784390998806,1410,1144,1445,1622,1399,1685
ENSG00000153006,SREK1IP1,285672,SREK1 interacting protein 1,812.1310511578017,-0.014929550685881815,0.18797898060191212,-0.07942138338061586,0.9366974608843553,0.9917784390998806,974,1091,651,685,752,784
ENSG00000153214,TMEM87B,84910,transmembrane protein 87B,2585.67296323384,0.009838854965467653,0.1371492464644451,0.07173830858792433,0.9428101688421471,0.9917784390998806,2887,2728,2089,2552,2613,2716
ENSG00000154001,PPP2R5E,5529,protein phosphatase 2 regulatory subunit B'epsilon,2676.012388637584,0.006812341011146732,0.1028810539024514,0.06621570009970913,0.9472060973346704,0.9917784390998806,2963,3253,2508,2584,2372,2506
ENSG00000154767,XPC,7508,"XPC complex subunit, DNA damage recognition and repair factor",992.8889731881327,-0.01712212577999766,0.25832317155806483,-0.06628180382242255,0.9471534698101206,0.9917784390998806,910,838,1159,1245,784,997
ENSG00000154832,CXXC1,30827,CXXC finger protein 1,2036.5706985371075,0.013095216840832589,0.16191369054514068,0.08087776145885398,0.9355391658015639,0.9917784390998806,2528,2591,1938,1923,1564,1838
ENSG00000154957,ZNF18,7566,zinc finger protein 18,371.3527500165992,-0.016827728674176493,0.23013930011367065,-0.07311975254059139,0.9417108234763253,0.9917784390998806,350,353,414,416,305,386
ENSG00000156521,TYSND1,219743,trypsin like peroxisomal matrix peptidase 1,673.7202133676714,-0.015702446058889763,0.19611109772223187,-0.08006913551180268,0.936182270203432,0.9917784390998806,745,766,728,747,487,600
ENSG00000156642,NPTN,27020,neuroplastin,663.2145288522364,-0.011997196157723827,0.1702061187580594,-0.07048628007772928,0.9438066203004627,0.9917784390998806,836,812,516,686,598,586
ENSG00000160179,ABCG1,9619,ATP binding cassette subfamily G member 1,1452.8578311311558,-0.015351300015016915,0.21397802457424708,-0.07174241394910275,0.9428069016562526,0.9917784390998806,1242,1317,1463,1622,1456,1568
ENSG00000160588,MPZL3,196264,myelin protein zero like 3,925.7515367118392,-0.019961476489457716,0.24199913373394322,-0.0824857353059933,0.9342604612546204,0.9917784390998806,812,821,792,967,1047,1082
ENSG00000162927,PUS10,150962,pseudouridine synthase 10,120.80298177260761,0.01617081853284656,0.24521827830997805,0.06594458881407357,0.9474219410781863,0.9917784390998806,121,132,115,134,117,108
ENSG00000163428,LRRC58,116064,leucine rich repeat containing 58,1732.8510384451079,-0.01071898071473574,0.14037578299738376,-0.07635918736022662,0.9391333385349099,0.9917784390998806,1796,2001,1753,1918,1479,1511
ENSG00000163877,SNIP1,79753,Smad nuclear interacting protein 1,1054.4582322469055,-0.008163851724998818,0.11965565983079146,-0.06822787769958862,0.9456042354772203,0.9917784390998806,1233,1270,908,1017,946,1015
ENSG00000164466,SFXN1,94081,sideroflexin 1,1544.0737334950268,0.010513410278527055,0.14039216229541734,0.07488602003582241,0.9403053997178672,0.9917784390998806,1535,1606,1450,1525,1514,1639
ENSG00000164877,MICALL2,79778,MICAL like 2,17.427051916693323,0.042870130856549685,0.6187161508751037,0.06928885046222691,0.9447597004508653,0.9917784390998806,21,24,11,15,20,15
ENSG00000166105,GLB1L3,112937,galactosidase beta 1 like 3,341.85039198553125,0.018732325311271752,0.26777756557483146,0.06995479726264422,0.9442296380071781,0.9917784390998806,360,269,317,341,325,431
ENSG00000166145,SPINT1,6692,"serine peptidase inhibitor, Kunitz type 1",479.64870852616315,-0.022948947507423944,0.34128775258103655,-0.06724222399974598,0.9463888712796822,0.9917784390998806,475,537,307,330,600,629
ENSG00000166261,ZNF202,7753,zinc finger protein 202,347.1388775891238,0.014564857092175502,0.18193197768403072,0.08005660839608379,0.936192233412029,0.9917784390998806,442,414,284,357,304,309
ENSG00000166348,USP54,159195,ubiquitin specific peptidase 54,159.17432579188855,0.018617509340142863,0.26472819255622626,0.07032688570254429,0.9439334837847142,0.9917784390998806,209,198,112,148,153,149
ENSG00000166446,CDYL2,124359,chromodomain Y like 2,5068.91387907206,0.01312541844151897,0.18649111507223573,0.07038093174806184,0.9438904678686174,0.9917784390998806,5953,5939,3597,4464,5397,5314
ENSG00000166997,CNPY4,245812,canopy FGF signaling regulator 4,457.10526794519745,0.015942937113699998,0.20025392371188197,0.0796136066559081,0.9365445730233043,0.9917784390998806,563,625,391,419,400,386
ENSG00000167685,ZNF444,55311,zinc finger protein 444,1392.0990067189157,-0.00873328744209721,0.1235005017798061,-0.07071459076067668,0.9436249081615969,0.9917784390998806,1457,1504,1251,1358,1336,1473
ENSG00000167695,TLCD3A,79850,TLC domain containing 3A,155.0759200300345,0.04080986578217822,0.555643256383561,0.07344616408699313,0.9414510831350948,0.9917784390998806,331,153,104,142,53,178
ENSG00000167863,ATP5PD,10476,ATP synthase peripheral stalk subunit d,2215.8943630047506,-0.006231744925343803,0.0943165191769262,-0.06607267719087274,0.9473199637469019,0.9917784390998806,2421,2539,2109,2218,1931,2162
ENSG00000167967,E4F1,1877,E4F transcription factor 1,873.7281965062925,-0.010427138922941444,0.14747303166641645,-0.07070539477704371,0.9436322271748905,0.9917784390998806,933,931,718,881,889,910
ENSG00000168275,COA6,388753,cytochrome c oxidase assembly factor 6,881.7665111978496,0.012019444734826086,0.15561650116219192,0.07723759784509467,0.9384345322124248,0.9917784390998806,1024,1027,677,867,896,845
ENSG00000168310,IRF2,3660,interferon regulatory factor 2,4233.792389988457,-0.008571065740442727,0.11307682196485251,-0.07579860833997314,0.9395793233253482,0.9917784390998806,4539,5048,3898,4572,3883,3656
ENSG00000169692,AGPAT2,10555,1-acylglycerol-3-phosphate O-acyltransferase 2,853.1432232417483,-0.010002383526548144,0.14596792698960018,-0.06852452955134991,0.9453680942075999,0.9917784390998806,967,1088,735,772,789,819
ENSG00000169955,ZNF747,65988,zinc finger protein 747,570.5087844833074,0.020213741439014984,0.2561324142515218,0.0789191071270078,0.9370969653516522,0.9917784390998806,684,841,505,577,500,376
ENSG00000170855,TRIAP1,51499,TP53 regulated inhibitor of apoptosis 1,1136.6538154519337,-0.013336707431861513,0.16617729214948293,-0.08025589573252058,0.9360337351198549,0.9917784390998806,1268,1287,897,1018,1146,1244
ENSG00000170881,RNF139,11236,ring finger protein 139,929.2014546803496,-0.00986805431981143,0.1238441176453279,-0.07968125178195501,0.9364907709450282,0.9917784390998806,1088,1080,852,979,779,851
ENSG00000171132,PRKCE,5581,protein kinase C epsilon,528.753200029681,-0.023997979093944938,0.29105294243743207,-0.08245228133745394,0.9342870630444171,0.9917784390998806,639,650,512,701,393,325
ENSG00000171428,NAT1,9,N-acetyltransferase 1,340.01762168077937,-0.018149417160670357,0.25344553195823805,-0.07161072053801666,0.9429117082260962,0.9917784390998806,457,484,283,324,263,271
ENSG00000171840,NINJ2,4815,ninjurin 2,147.0787151527918,0.01947213552533802,0.29330991783023586,0.06638757962698094,0.9470692584101108,0.9917784390998806,140,199,164,117,125,142
ENSG00000172318,B3GALT1,8708,"beta-1,3-galactosyltransferase 1",31.982980758060513,0.031099818132324812,0.457668632642815,0.06795269746309333,0.9458232891517586,0.9917784390998806,39,32,33,30,23,36
ENSG00000172889,EGFL7,51162,EGF like domain multiple 7,22.335942590104246,0.043825088501185945,0.6328040642187568,0.06925538405839925,0.9447863387873379,0.9917784390998806,18,15,28,21,19,31
ENSG00000173218,VANGL1,81839,VANGL planar cell polarity protein 1,252.57198805031763,0.020286869519778504,0.298885763913009,0.06787499429274597,0.9458851444996637,0.9917784390998806,271,288,292,318,179,179
ENSG00000173276,ZBTB21,49854,zinc finger and BTB domain containing 21,1897.24980120703,0.01080635384220096,0.1562335370684147,0.0691679523165942,0.9448559323390202,0.9917784390998806,2075,2350,1492,1795,1996,1767
ENSG00000173456,RNF26,79102,ring finger protein 26,1832.5857621197465,0.009329437722031627,0.11144331499959143,0.08371464651841908,0.9332833117864586,0.9917784390998806,2118,2133,1748,1857,1525,1710
ENSG00000174749,FAM241A,132720,family with sequence similarity 241 member A,991.7670271117698,-0.009011839161898672,0.11075344966267628,-0.08136847375270195,0.935148920252588,0.9917784390998806,1093,1141,873,1049,925,913
ENSG00000175467,SART1,9092,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",366.87188657884184,0.01736522571084242,0.2234486347044066,0.0777146198893287,0.938055064289627,0.9917784390998806,418,446,260,336,403,357
ENSG00000176623,RMDN1,51115,regulator of microtubule dynamics 1,1036.9120969239993,-0.01375125327666124,0.1933743010771184,-0.07111210331499629,0.9433085355067703,0.9917784390998806,1287,1456,857,920,900,903
ENSG00000177613,CSTF2T,23283,cleavage stimulation factor subunit 2 tau variant,2270.85110564523,0.016565658549242454,0.24346597687490926,0.06804095899507859,0.9457530292517244,0.9917784390998806,2365,2524,2752,2707,1532,1819
ENSG00000177963,RIC8A,60626,RIC8 guanine nucleotide exchange factor A,4242.825211216864,0.008776046546398325,0.12146372041356325,0.07225241015603164,0.9424010368513894,0.9917784390998806,5016,5338,3811,4134,3673,3777
ENSG00000178229,ZNF543,125919,zinc finger protein 543,263.1195225693848,-0.015013419457407366,0.20264867582603616,-0.07408594897652153,0.9409419956263817,0.9917784390998806,299,282,239,318,229,224
ENSG00000179988,PSTK,118672,phosphoseryl-tRNA kinase,43.18143586648414,-0.03886040530669755,0.47003857452288683,-0.08267492800169188,0.9341100211634067,0.9917784390998806,55,60,46,47,25,31
ENSG00000180346,TIGD2,166815,tigger transposable element derived 2,336.315839938368,0.020223494507587945,0.30666021509516245,0.06594756512941274,0.9474195714802897,0.9917784390998806,512,476,219,300,284,277
ENSG00000181264,TLCD5,219902,TLC domain containing 5,68.40252508099522,0.027777284303318772,0.3888467845542298,0.07143503664344913,0.9430515256157536,0.9917784390998806,101,60,54,69,51,80
ENSG00000182197,EXT1,2131,exostosin glycosyltransferase 1,1345.2870773443594,-0.009733580743941357,0.12887522133144114,-0.07552716995075838,0.9397952807746148,0.9917784390998806,1467,1347,1206,1477,1244,1360
ENSG00000182310,SPACA6,147650,sperm acrosome associated 6,24.120627762280876,-0.03882727772447838,0.5120521869024433,-0.0758267979663483,0.9395568958022228,0.9917784390998806,29,24,19,31,22,21
ENSG00000184903,IMMP2L,83943,inner mitochondrial membrane peptidase subunit 2,213.43275918479674,-0.016303943344509655,0.23834126293278932,-0.06840587795788956,0.9454625428591918,0.9917784390998806,227,203,226,240,166,221
ENSG00000185033,SEMA4B,10509,semaphorin 4B,686.6181138622726,0.021037542731918882,0.28727622675533915,0.07323106046584096,0.9416222500584401,0.9917784390998806,898,556,434,866,714,679
ENSG00000185261,KIAA0825,285600,KIAA0825,28.363040025185825,-0.03732457863757105,0.5467892010007018,-0.06826136757869719,0.9455775765717156,0.9917784390998806,20,27,26,38,34,24
ENSG00000185869,ZNF829,374899,zinc finger protein 829,224.57709791814577,0.016947206931349358,0.21020416566120706,0.08062260268744496,0.9357420903714526,0.9917784390998806,223,265,194,210,239,221
ENSG00000188687,SLC4A5,57835,solute carrier family 4 member 5,57.00572513970177,-0.04107810450443828,0.49928597809047004,-0.08227369945685711,0.9344290682940001,0.9917784390998806,44,34,56,69,61,73
ENSG00000188811,NHLRC3,387921,NHL repeat containing 3,797.9339963997445,-0.010979278903794257,0.14419050889537932,-0.07614425517951753,0.9393043317747714,0.9917784390998806,883,883,777,899,665,714
ENSG00000196417,ZNF765,91661,zinc finger protein 765,444.01978792348655,0.012151204190700954,0.1655194041437672,0.07341256605869989,0.9414778183095834,0.9917784390998806,487,560,390,397,426,426
ENSG00000196954,CASP4,837,caspase 4,2465.013065281102,0.011792291563720043,0.14818075548329196,0.07958045243634675,0.9365709425960831,0.9917784390998806,2984,3120,2244,2539,2054,2041
ENSG00000197847,SLC22A20P,440044,"solute carrier family 22 member 20, pseudogene",74.47734458317575,-0.03815081043464332,0.4605962626981507,-0.08282917931456438,0.9339873671038021,0.9917784390998806,60,47,65,88,86,95
ENSG00000211776,TRAV2,28691,T cell receptor alpha variable 2,228.04403123962612,-0.014855301197888342,0.19666509188623701,-0.07553603466385152,0.9397882279040175,0.9917784390998806,238,230,218,258,205,223
ENSG00000211812,TRAV26-2,28656,T cell receptor alpha variable 26-2,97.90183505767975,0.0280068011289571,0.3431479050210407,0.08161728723723322,0.9349510539312982,0.9917784390998806,125,148,83,88,84,71
ENSG00000213186,TRIM59,286827,tripartite motif containing 59,1326.5389637882931,-0.009777716208728773,0.13834351108579812,-0.07067708584224677,0.9436547580702319,0.9917784390998806,1430,1472,1323,1488,1107,1188
ENSG00000215126,ZNG1F,644019,Zn regulated GTPase metalloprotein activator 1F,48.674354512090545,-0.027258115939651044,0.40487983416989104,-0.06732396538231465,0.9463237985519964,0.9917784390998806,60,51,40,39,42,62
ENSG00000220804,NA,NA,NA,79.94259141735505,0.02673971161123431,0.3247038014837899,0.08235108886635326,0.93436752930601,0.9917784390998806,79,70,79,83,76,91
ENSG00000221890,NPTXR,23467,neuronal pentraxin receptor,114.3757410992542,-0.023367342111997386,0.3170586664643232,-0.07370037341220818,0.9412488016588155,0.9917784390998806,97,159,105,100,125,103
ENSG00000221923,ZNF880,400713,zinc finger protein 880,119.93301465414535,0.02633694742378932,0.3152583944323756,0.08354082837733515,0.9334215144844253,0.9917784390998806,123,147,108,84,121,139
ENSG00000229344,MTCO2P12,107075310,MT-CO2 pseudogene 12,47.407132002119305,-0.058738948862449486,0.8637894097839195,-0.0680014691047709,0.9457844648169386,0.9917784390998806,19,27,91,97,20,25
ENSG00000233382,NKAPP1,158801,NFKB activating protein pseudogene 1,43.63344371742173,-0.03555154339383464,0.47528969352297984,-0.07479973556825245,0.9403740522158621,0.9917784390998806,60,37,43,46,25,53
ENSG00000235316,NA,NA,NA,21.602668915158524,-0.044814016156160263,0.5635077472575936,-0.07952688560939102,0.9366135477074199,0.9917784390998806,22,29,16,25,24,15
ENSG00000239969,NA,NA,NA,145.76312320997783,-0.02360746108122084,0.28481008014786185,-0.08288843242122891,0.9339402519791123,0.9917784390998806,139,149,111,147,169,159
ENSG00000241106,HLA-DOB,3112,"major histocompatibility complex, class II, DO beta",75.35447416700359,-0.07370376459712037,0.9411465218805484,-0.07831274183519212,0.9375792820730431,0.9917784390998806,177,153,38,11,17,83
ENSG00000241553,ARPC4,10093,actin related protein 2/3 complex subunit 4,7254.791597422253,-0.009486124677054857,0.12729899455557175,-0.07451845719734837,0.9405978552776058,0.9917784390998806,8380,9227,6758,7279,6075,6307
ENSG00000242110,AMACR,23600,alpha-methylacyl-CoA racemase,379.2819461602094,-0.012157550243555434,0.16049614323489392,-0.075749796839431,0.9396181576198174,0.9917784390998806,414,476,338,354,352,361
ENSG00000243789,JMJD7,100137047,jumonji domain containing 7,343.5461131219651,-0.01942708018050445,0.2666937934119256,-0.07284414058522196,0.9419301451275989,0.9917784390998806,406,456,217,316,380,313
ENSG00000248334,NA,NA,NA,54.844270812362225,0.07074682203931972,0.8641796574808475,0.08186587294307798,0.9347533727612327,0.9917784390998806,22,30,64,14,71,116
ENSG00000250021,ARPIN-AP3S2,100526783,ARPIN-AP3S2 readthrough,312.86995374538634,-0.021972940908901232,0.32270576183419797,-0.06808970742887027,0.9457142236243303,0.9917784390998806,473,405,199,233,259,347
ENSG00000257950,P2RX5-TAX1BP3,100533970,P2RX5-TAX1BP3 readthrough (NMD candidate),43.777693674125246,0.03678088079869621,0.4872230982011994,0.07549083968820275,0.9398241856105805,0.9917784390998806,69,42,41,46,23,46
ENSG00000258405,ZNF578,147660,zinc finger protein 578,115.39069730282445,-0.02241982806902624,0.28878936102501335,-0.07763384353720827,0.9381193203635365,0.9917784390998806,121,161,100,93,113,111
ENSG00000261609,GAN,8139,gigaxonin,243.21694484274653,-0.02098821400244625,0.2827707873269501,-0.07422341678519605,0.9408326133401931,0.9917784390998806,279,246,151,274,278,240
ENSG00000266412,NCOA4,8031,nuclear receptor coactivator 4,7142.605025457354,0.007742264632390395,0.09602106253949913,0.08063089938424234,0.9357354920468401,0.9917784390998806,7873,8622,6555,7265,6505,6386
ENSG00000273047,NA,NA,NA,82.3689397396686,0.062885139714423,0.827966865546644,0.07595127574689199,0.9394578624876657,0.9917784390998806,37,61,175,150,24,39
ENSG00000276234,TADA2A,6871,transcriptional adaptor 2A,543.5095105733234,-0.029146379981851035,0.38896594961532155,-0.07493298580679399,0.9402680314463341,0.9917784390998806,290,439,584,713,644,539
ENSG00000281406,BLACAT1,101669762,BLACAT1 overlapping LEMD1 locus,34.324156065678046,-0.03873462447892244,0.5265215287398587,-0.07356702881955708,0.9413549072122122,0.9917784390998806,49,48,27,21,25,40
ENSG00000174903,RAB1B,81876,"RAB1B, member RAS oncogene family",617.7734668184116,0.013403705140362578,0.2036724042723563,0.06581011889288044,0.9475289999913771,0.991804520667177,590,796,667,636,541,498
ENSG00000180628,PCGF5,84333,polycomb group ring finger 5,2381.105607436744,-0.007045236621664319,0.10741710705065219,-0.06558765931335463,0.9477061143987912,0.9919039203580968,2470,2561,2165,2440,2282,2414
ENSG00000110768,GTF2H1,2965,general transcription factor IIH subunit 1,1687.8613145871566,-0.008360588270749342,0.12787627484462666,-0.0653802926376116,0.9478712147002166,0.9919046107625481,1926,2149,1496,1565,1511,1585
ENSG00000163882,POLR2H,5437,"RNA polymerase II, I and III subunit H",1931.226137924269,-0.009363753028281999,0.1434458174771317,-0.06527728164520921,0.9479532303784199,0.9919046107625481,2023,1960,1777,1871,1809,2165
ENSG00000188738,FSIP2,401024,fibrous sheath interacting protein 2,139.74630189164833,-0.01833632105319391,0.28023348147761196,-0.06543229936876337,0.9478298079957692,0.9919046107625481,118,175,134,125,148,139
ENSG00000006715,VPS41,27072,VPS41 subunit of HOPS complex,1951.1506312048875,0.005981609247612563,0.09281033066193371,0.06444982153334713,0.9486120606070856,0.9919794234329518,2201,2250,1713,1996,1810,1827
ENSG00000033030,ZCCHC8,55596,zinc finger CCHC-type containing 8,1675.645998423336,0.0072995224343435795,0.11343507370210981,0.06434978350269996,0.9486917140610603,0.9919794234329518,2018,1810,1444,1765,1478,1624
ENSG00000033327,GAB2,9846,GRB2 associated binding protein 2,2128.4834140458283,0.026983495945780898,0.4182680698890528,0.06451244521949374,0.9485621979025906,0.9919794234329518,1227,1144,2555,2631,2291,2635
ENSG00000075945,KIFAP3,22920,kinesin associated protein 3,1768.6187026423947,0.008599003165809749,0.13296100558677676,0.06467312072333588,0.9484342645609916,0.9919794234329518,2249,2016,1501,1755,1488,1724
ENSG00000104043,ATP8B4,79895,ATPase phospholipid transporting 8B4 (putative),316.42443367774223,0.03119860701847616,0.48341244832498637,0.06453827808236767,0.9485416291240275,0.9919794234329518,429,543,393,283,127,175
ENSG00000115677,HDLBP,3069,high density lipoprotein binding protein,15281.192047631701,0.006312565414289191,0.09816061452406509,0.06430853601412204,0.9487245567694957,0.9919794234329518,16971,16022,13275,15951,14539,15366
ENSG00000122550,KLHL7,55975,kelch like family member 7,547.8422291964192,0.013399989893825605,0.20858952131634256,0.0642409542399949,0.9487783679552351,0.9919794234329518,478,569,505,554,603,568
ENSG00000133116,KL,9365,klotho,86.79156599814698,0.023407186066511407,0.3619382987411837,0.06467175799831427,0.9484353495867992,0.9919794234329518,103,117,57,68,97,85
ENSG00000141219,C17orf80,55028,chromosome 17 open reading frame 80,632.2091185988775,-0.013956974344199525,0.21754872594076338,-0.06415562437262853,0.9488463111832997,0.9919794234329518,734,530,522,750,590,677
ENSG00000155903,RASA2,5922,RAS p21 protein activator 2,1097.187192972681,0.009698790438505023,0.1502962750200805,0.06453114315181267,0.9485473101327035,0.9919794234329518,1279,1261,1096,1171,855,981
ENSG00000167414,GNG8,94235,G protein subunit gamma 8,66.29186084565448,0.042863864487264765,0.6720087543218033,0.06378468168993323,0.9491416756600107,0.9921312225626702,59,97,22,33,113,75
ENSG00000204580,DDR1,780,discoidin domain receptor tyrosine kinase 1,135.28364650974268,-0.05314337501610717,0.8334009149562807,-0.06376687865634875,0.9491558515671198,0.9921312225626702,200,296,138,143,60,11
ENSG00000029534,ANK1,286,ankyrin 1,629.7983088221469,-0.03101749409690843,0.5003190364860387,-0.06199543058516816,0.9505664708684148,0.9921663590592856,288,399,938,1005,523,550
ENSG00000086589,RBM22,55696,RNA binding motif protein 22,3360.169793225098,0.008324394233388864,0.13255496263124267,0.06279956682230499,0.9499261108156593,0.9921663590592856,3561,3492,2972,3222,3290,3669
ENSG00000111224,PARP11,57097,poly(ADP-ribose) polymerase family member 11,873.1453944835594,-0.014743383861902241,0.24154443447093718,-0.061037977936420545,0.951328963407539,0.9921663590592856,1114,1330,756,750,698,696
ENSG00000111679,PTPN6,5777,protein tyrosine phosphatase non-receptor type 6,2635.239795730399,0.01595618413254271,0.2563903026839238,0.062233961134689965,0.9503765178215918,0.9921663590592856,2519,2340,2219,2209,2935,3498
ENSG00000131019,ULBP3,79465,UL16 binding protein 3,50.69788963662225,-0.026093777136625352,0.4282439304506792,-0.060932041953670066,0.9514133310577277,0.9921663590592856,67,77,45,49,37,36
ENSG00000135439,AGAP2,116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",3726.1739944375363,0.009022880425433033,0.14760758156839626,0.06112748633614149,0.9512576791458452,0.9921663590592856,4086,4421,3853,4012,2982,3182
ENSG00000135828,RNASEL,6041,ribonuclease L,389.6100764178721,-0.013512897446242978,0.21431103743510838,-0.06305273684438475,0.9497245098993334,0.9921663590592856,480,453,372,455,291,316
ENSG00000136051,WASHC4,23325,WASH complex subunit 4,2168.84473637511,0.0086262575126461,0.13715807371062463,0.06289281614471877,0.9498518554071237,0.9921663590592856,2541,2587,1704,2071,2140,2092
ENSG00000138381,ASNSD1,54529,asparagine synthetase domain containing 1,2013.5156006349803,-0.006060384113550628,0.09858484235650553,-0.0614737922046361,0.9509818857124633,0.9921663590592856,2243,2296,1764,2145,1872,1851
ENSG00000138592,USP8,9101,ubiquitin specific peptidase 8,2893.2998851836337,-0.005087954635883935,0.0835585051185966,-0.06089092461219213,0.9514460771458786,0.9921663590592856,3222,3306,2677,2918,2551,2807
ENSG00000139926,FRMD6,122786,FERM domain containing 6,230.71856093709158,0.027151016463732948,0.44630323780140096,0.06083535624228384,0.9514903322467674,0.9921663590592856,220,163,145,177,309,355
ENSG00000144283,PKP4,8502,plakophilin 4,1966.7286889837897,0.0075062286460759065,0.12003648454767289,0.06253289301466325,0.9501384683492821,0.9921663590592856,2351,2271,1849,1944,1596,1901
ENSG00000145348,TBCK,93627,TBC1 domain containing kinase,612.5633136901911,-0.014649312851376767,0.23036359325160627,-0.06359213556534772,0.9492949939783863,0.9921663590592856,767,832,553,668,479,440
ENSG00000157796,WDR19,57728,WD repeat domain 19,155.5360724623237,-0.020537007287664364,0.32456310231879215,-0.06327585341938381,0.9495468434035083,0.9921663590592856,146,149,135,125,166,208
ENSG00000167395,ZNF646,9726,zinc finger protein 646,2801.2833425841573,-0.0060896155670987625,0.09867910319704437,-0.06171129823645538,0.9507927424284162,0.9921663590592856,3162,3055,2509,3065,2515,2618
ENSG00000170265,ZNF282,8427,zinc finger protein 282,5190.397077485063,-0.017685585109707826,0.2832881872314725,-0.06242965964287483,0.9502206760403333,0.9921663590592856,4129,3820,4919,5784,5749,6379
ENSG00000180385,NA,NA,NA,166.3110979347869,-0.020476362984564615,0.3274442225632991,-0.06253389607631961,0.9501376695851546,0.9921663590592856,121,167,183,208,168,145
ENSG00000185955,SPACDR,402573,sperm acrosome developmental regulator,27.37344916456898,-0.03973449382782981,0.6393946776016332,-0.062143923338357665,0.9504482188045027,0.9921663590592856,31,15,19,25,29,44
ENSG00000186517,ARHGAP30,257106,Rho GTPase activating protein 30,18590.232767399164,0.0067373448339994625,0.10705701414507818,0.06293230656395253,0.9498204089054146,0.9921663590592856,21944,22434,17170,18686,15613,16859
ENSG00000186638,KIF24,347240,kinesin family member 24,499.27880952263007,0.014070560756386677,0.22259482432535763,0.06321153602304931,0.9495980587338979,0.9921663590592856,620,710,455,460,404,397
ENSG00000198682,PAPSS2,9060,3'-phosphoadenosine 5'-phosphosulfate synthase 2,55.5622100749434,0.029501724980485956,0.4671236866701251,0.06315613149653783,0.9496421769978461,0.9921663590592856,67,76,42,30,56,66
ENSG00000205045,SLFN12L,100506736,schlafen family member 12 like,24.310511674142838,-0.03128568139941156,0.5135471578448464,-0.06092075658777891,0.9514223187801151,0.9921663590592856,25,25,26,22,19,29
ENSG00000220370,NA,NA,NA,21.135607117750368,-0.03372255710469003,0.5519535750726595,-0.061096727383731085,0.9512821754532911,0.9921663590592856,23,21,17,18,21,27
ENSG00000227191,TRGC2,6967,T cell receptor gamma constant 2,171.0445310358392,-0.018199322916430397,0.2962596004239453,-0.061430322900548374,0.9510165037722637,0.9921663590592856,175,238,172,191,148,114
ENSG00000248121,NA,NA,NA,26.664410672796198,-0.03769409516720062,0.6008098905044192,-0.06273880600659545,0.9499744955212971,0.9921663590592856,18,26,34,20,23,37
ENSG00000259086,NA,NA,NA,53.90596011842091,0.02784151377560835,0.4511550370317189,0.06171163234436176,0.9507924763560011,0.9921663590592856,66,45,33,50,61,69
ENSG00000265681,RPL17,6139,ribosomal protein L17,17866.38882996152,-0.007225123079990834,0.11727138914565996,-0.061610279648147456,0.9508731905209376,0.9921663590592856,19229,17924,16721,18568,16072,18974
ENSG00000283930,NA,NA,NA,39.247966449903224,0.036428646145212996,0.5936567131198274,0.06136315035295493,0.9510699987894918,0.9921663590592856,60,50,16,25,43,46
ENSG00000092020,PPP2R3C,55012,protein phosphatase 2 regulatory subunit B''gamma,983.6777613516097,0.012774647128291272,0.21415680052496444,0.05965090577080283,0.9524336735782706,0.9927996349008599,849,983,913,944,1083,1102
ENSG00000116830,TTF2,8458,transcription termination factor 2,3674.67748047827,0.013433583424121957,0.22644965179394128,0.05932260578764721,0.9526951560048892,0.9927996349008599,5225,5136,2699,3181,3078,3196
ENSG00000124134,KCNS1,3787,potassium voltage-gated channel modifier subfamily S member 1,37.33424896901574,0.03201486233915928,0.5366473071371449,0.059657175044721886,0.9524286803138388,0.9927996349008599,34,29,48,55,27,30
