gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000214765,NA,NA,NA,141.14980271630233,-0.0010467715004261165,0.2362217675724779,-0.004431308389498629,0.9964643390231975,NA,137,140,147,154,116,156
ENSG00000214826,NA,NA,NA,49.1820910772551,-0.41224753368082795,0.38196183009234486,-1.0792898693075197,0.2804585276118844,NA,37,58,53,70,31,52
ENSG00000214827,MTCP1,4515,mature T cell proliferation 1,57.93751407727295,-0.3184900955814564,0.4035271432670227,-0.7892656067765548,0.42995678392162284,NA,54,71,62,79,31,56
ENSG00000214837,NA,NA,NA,74.26296662648596,-0.10393159316728491,0.399248181090495,-0.2603182634004973,0.79461828595644,NA,45,60,102,105,61,82
ENSG00000214941,ZSWIM7,125150,zinc finger SWIM-type containing 7,161.31076665988786,0.25345245786877524,0.28839321753929337,0.8788433376878655,0.3794862247121544,NA,193,183,161,139,139,146
ENSG00000214960,CRPPA,729920,CDP-L-ribitol pyrophosphorylase A,25.40807266150535,-0.045818171198060094,0.6501965207127826,-0.07046818882978888,0.9438210192234203,NA,36,38,17,23,16,21
ENSG00000215126,ZNG1F,644019,Zn regulated GTPase metalloprotein activator 1F,61.16202239317954,0.02332119150613877,0.5136535861933506,0.04540256728074348,0.9637864347054711,NA,34,58,69,39,74,94
ENSG00000215154,NA,NA,NA,153.47716293177308,-0.15503300292506328,0.536895706037344,-0.28875813529840355,0.7727664711429723,NA,58,88,248,277,124,158
ENSG00000215158,NA,NA,NA,133.71908486167843,-0.30684917583035076,0.3743809382505214,-0.819617519161777,0.4124341832532279,NA,80,120,185,204,84,151
ENSG00000215160,OR7E122P,81428,olfactory receptor family 7 subfamily E member 122 pseudogene,33.63110805034744,0.01948918586672384,0.5416708268947076,0.03597975910656203,0.9712984983960092,NA,22,49,30,26,44,31
ENSG00000215190,NA,NA,NA,62.00660110032527,-0.20791686652781707,0.3778576655398815,-0.5502518156691258,0.5821466682658689,NA,34,72,64,70,67,70
ENSG00000215302,NA,NA,NA,64.12159067735323,-0.36413119917212117,0.5272445044883469,-0.6906306202764209,0.48979769968565645,NA,73,105,29,60,52,64
ENSG00000215440,NPEPL1,79716,aminopeptidase like 1,167.34349777011604,-0.09628146923036429,0.5626424171371098,-0.17112373027307953,0.8641264770217957,NA,35,217,223,191,216,145
ENSG00000215548,NA,NA,NA,71.58232053629241,-0.15023662339480134,0.3467673423205556,-0.4332490550852419,0.6648338445117393,NA,56,71,63,72,73,96
ENSG00000215580,NA,NA,NA,28.197615316389875,0.48458644678584795,0.6191690936439442,0.7826399149446426,0.43383859520699936,NA,14,20,31,27,49,28
ENSG00000215695,RSC1A1,6248,regulator of solute carriers 1,145.180254324686,0.8881276267010941,0.2975303292212416,2.984998635351518,0.002835795889338831,NA,150,83,168,133,215,110
ENSG00000215790,NA,NA,NA,77.62457513040019,-1.0304382015395444,0.5470961167900197,-1.8834683155593217,0.05963692980159178,NA,48,61,79,155,21,119
ENSG00000215817,ZC3H11B,643136,zinc finger CCCH-type containing 11B,21.53210538137227,0.37453100789900456,0.5688036031045163,0.6584540003875211,0.5102464459068106,NA,24,13,26,25,19,22
ENSG00000215883,CYB5RL,606495,cytochrome b5 reductase like,117.96939368812725,-0.47237042501008436,0.2933367020787004,-1.610335227957088,0.10732469258487987,NA,72,162,130,158,83,119
ENSG00000215915,ATAD3C,219293,ATPase family AAA domain containing 3C,26.520682113443392,-0.2020906659375494,0.6122737358599358,-0.33006587430002027,0.7413501879495119,NA,11,24,28,26,32,40
ENSG00000216937,CCDC7,79741,coiled-coil domain containing 7,40.78335949935865,-0.450091747741235,0.4900697870843828,-0.9184237829044862,0.35839704426880964,NA,17,39,46,61,37,51
ENSG00000217482,HMGB1P17,100419974,high mobility group box 1 pseudogene 17,151.95397567916726,-0.1762618438617387,0.31942354497846515,-0.5518123088691597,0.5810769531833047,NA,97,150,210,207,108,160
ENSG00000217929,NA,NA,NA,32.74211339795604,0.30173603403745686,0.6020599985297266,0.5011726983594953,0.6162495868154731,NA,34,49,33,32,35,13
ENSG00000218227,RPL19P9,653314,ribosomal protein L19 pseudogene 9,22.81968946109141,-0.6073897059894581,0.6929890279769271,-0.8764780991737159,0.3807701773189345,NA,12,15,30,45,11,29
ENSG00000218336,TENM3,55714,teneurin transmembrane protein 3,34.08316056727038,1.00084447549559,0.5045437130723598,1.9836625639452823,0.047293469547917744,NA,35,24,67,30,30,19
ENSG00000218358,NA,NA,NA,76.70292001969996,-0.017083619649654894,0.5595288515542987,-0.030532151473867366,0.975642652159458,NA,91,131,41,48,78,65
ENSG00000218426,RPL27AP6,389435,ribosomal protein L27a pseudogene 6,37.04313705495459,-0.3732182009550403,0.5162980313614943,-0.7228735696916219,0.46975756290214044,NA,23,50,41,61,29,24
ENSG00000219481,NBPF1,55672,NBPF member 1,171.72217580792926,-0.29547464297936665,0.22960747270629717,-1.2868685827021127,0.1981400974083695,NA,131,201,191,206,120,197
ENSG00000219607,PPP1R3G,648791,protein phosphatase 1 regulatory subunit 3G,71.34060736837706,-0.15560881277207397,0.5829254729239871,-0.26694460955966015,0.7895118090128874,NA,36,41,122,126,42,76
ENSG00000219626,FAM228B,375190,family with sequence similarity 228 member B,143.8417491162903,-0.36636310604578287,0.2649974045712806,-1.382515827422892,0.16681337411690783,NA,88,150,160,192,114,176
ENSG00000220205,VAMP2,6844,vesicle associated membrane protein 2,59.95265554691335,-0.13772927329016396,0.38777121003633386,-0.3551817920604751,0.722453404444849,NA,35,61,75,63,55,76
ENSG00000220323,H2BC19P,337874,"H2B clustered histone 19, pseudogene",45.387372823297625,-0.212489275635935,0.538906984101865,-0.3942967560349338,0.6933619580119466,NA,20,53,71,67,33,37
ENSG00000220370,NA,NA,NA,24.047109672738614,0.1940141824440745,0.5417422370863432,0.3581300647472913,0.7202459807764803,NA,27,27,22,18,23,26
ENSG00000220804,NA,NA,NA,86.05857740379597,-0.42328157335025696,0.31421589228010993,-1.3471042800499717,0.17794664988344588,NA,57,104,65,115,86,96
ENSG00000220848,NA,NA,NA,35.376607784873315,0.180679603442412,0.5079801953481878,0.35568237718119644,0.722078444086051,NA,31,28,56,39,22,39
ENSG00000221821,C6orf226,441150,chromosome 6 open reading frame 226,87.53522406387327,-0.5854475187142827,0.3153203940804654,-1.8566750825666054,0.06335739462403694,NA,47,94,83,127,71,115
ENSG00000221883,NA,NA,NA,35.04529089074187,-0.6380053410727524,0.49470411303071504,-1.289670581398906,0.1971650580215454,NA,22,28,28,62,28,47
ENSG00000221886,FAM200C,63920,family with sequence similarity 200 member C,75.27093403575188,-0.191424179102474,0.2907362729809357,-0.6584117528225526,0.510273585358172,NA,63,82,68,90,68,84
ENSG00000221890,NPTXR,23467,neuronal pentraxin receptor,131.3321351075042,0.17615529721721532,0.26076472793266336,0.6755334535225311,0.49933690461453556,NA,120,134,121,132,152,127
ENSG00000221923,ZNF880,400713,zinc finger protein 880,111.96169757813102,-0.3044356668350934,0.34933574660524414,-0.8714701252119822,0.38349751100621904,NA,65,101,95,159,125,136
ENSG00000221944,TIGD1,200765,tigger transposable element derived 1,46.885257180018,0.3305687285540566,0.3800945517554839,0.8697013072860686,0.38446365765703205,NA,42,50,57,49,50,34
ENSG00000221955,SLC12A8,84561,solute carrier family 12 member 8,43.63913142758108,0.37561723930484536,0.5018999346372587,0.7483906918145299,0.4542245353701694,NA,51,46,32,28,54,46
ENSG00000221994,ZNF630,57232,zinc finger protein 630,43.877709522067434,-0.5137180572914039,0.39511446558661883,-1.3001752708008212,0.19354090419402425,NA,26,49,46,60,32,56
ENSG00000222009,BTBD19,149478,BTB domain containing 19,36.936410491181704,-0.39651343220484936,0.4968629284268139,-0.7980338429761807,0.4248508509698236,NA,22,53,25,45,43,36
ENSG00000222011,FAM185A,222234,family with sequence similarity 185 member A,126.09074858235554,-0.10720085779069258,0.3027082316191832,-0.35413922250239543,0.7232345490166701,NA,110,158,146,111,91,146
ENSG00000223396,NA,NA,NA,149.05691399588383,-0.4554570583030728,0.23932233683674722,-1.9031113615348032,0.05702601574606291,NA,93,168,154,200,114,183
ENSG00000223459,TCAF1P1,653199,TRPM8 channel associated factor 1 pseudogene 1,116.12839925328794,-0.08080359866098348,0.2660029001147076,-0.3037696153919329,0.7613034169108007,NA,104,108,115,128,101,144
ENSG00000223508,NA,NA,NA,51.45290692244609,-0.4751147579727789,0.45347829322699584,-1.047712239083851,0.2947712069254242,NA,44,78,54,50,25,62
ENSG00000223509,NA,NA,NA,169.56561646886692,-0.5047375999821441,0.28275562677806376,-1.785066510376874,0.07425052930893368,NA,87,204,174,197,143,232
ENSG00000223573,TINCR,257000,TINCR ubiquitin domain containing,25.22038985099274,-0.45933627815097916,0.6620863586058017,-0.6937709441986291,0.4878258669628742,NA,11,22,24,21,26,49
ENSG00000223705,NSUN5P1,155400,NSUN5 pseudogene 1,125.03467141873499,-0.4185064798309856,0.2516295148724922,-1.6631851793818968,0.09627537338356575,NA,78,158,120,148,108,150
ENSG00000223756,NA,NA,NA,18.59398741550728,-0.509534923014369,0.711214487163155,-0.7164293363128301,0.4737262859294143,NA,13,36,11,13,19,20
ENSG00000223804,NA,NA,NA,85.77473832655315,-0.42489279839171246,0.361385887784676,-1.1757315732397267,0.2397021575961071,NA,62,100,90,145,58,72
ENSG00000224287,MSL3P1,151507,MSL complex subunit 3 pseudogene 1,153.55812380591814,0.017833546335737156,0.3506343160753338,0.05086081287008319,0.9594364318715627,NA,103,112,214,225,131,154
ENSG00000224402,NA,NA,NA,159.5065182586497,-0.06211664473516963,0.25303309683462716,-0.24548822075938437,0.806078427660236,NA,106,171,183,200,159,151
ENSG00000224420,ADM5,199800,adrenomedullin 5 (putative),17.345642782629913,-0.40798783130160743,0.6605795062441064,-0.6176210848885193,0.5368251424412688,NA,16,31,14,18,12,14
ENSG00000224786,NA,NA,NA,30.975663669573166,-0.47531159484372415,0.4742899470747189,-1.0021540573973926,0.3162691929391149,NA,22,33,21,43,30,39
ENSG00000224861,NA,NA,NA,31.06474844387069,0.5245224390463761,0.5130913377809201,1.0222788817969422,0.30664892545660755,NA,27,17,42,39,36,26
ENSG00000224886,NA,NA,NA,17.549486979562097,-0.39998449335776437,0.6100494359980294,-0.6556591478580703,0.512043459432419,NA,14,26,16,24,13,14
ENSG00000224892,RPS4XP16,220433,ribosomal protein S4X pseudogene 16,21.18043888942522,-0.45039062561023463,0.5912647319592388,-0.7617410632929212,0.44621456208591975,NA,15,19,19,40,17,20
ENSG00000225031,NA,NA,NA,21.94096171387005,-0.8793944430255817,0.54483758005346,-1.6140488013680971,0.10651684137467678,NA,12,35,16,33,16,23
ENSG00000225079,FTH1P22,100462772,ferritin heavy chain 1 pseudogene 22,95.0567201412363,0.0398498216838644,0.30307991412824403,0.1314828856227091,0.89539332433071706,NA,64,92,108,102,104,105
ENSG00000225210,DUXAP9,503638,double homeobox A pseudogene 9,35.42585237304821,0.11211955380037056,0.7735812061796352,0.14493572608114139,0.8847616189036289,NA,11,11,54,48,43,50
ENSG00000225720,NA,NA,NA,119.39566661592383,-0.1950727635997544,0.34747696459733696,-0.5613976852416922,0.5745264616749699,NA,59,121,149,155,115,132
ENSG00000225840,NA,NA,NA,145.5033383373238,-0.03391996818218065,0.42672854941759214,-0.07948839661296464,0.9366441605712778,NA,110,81,114,201,181,189
ENSG00000225969,NA,NA,NA,28.200917574118318,-0.591066194740253,0.5137806485922249,-1.150425179227347,0.24996879443827458,NA,25,44,18,35,20,29
ENSG00000226124,FTCDNL1,348751,formiminotransferase cyclodeaminase N-terminal like,34.32915923459959,0.3918514470769959,0.5528938652609625,0.7087281514546094,0.4784931916216219,NA,45,27,32,50,32,19
ENSG00000226287,NA,NA,NA,50.96123688550724,-0.4896553102874774,0.44759053663025167,-1.0939804804049618,0.27396353923788336,NA,30,53,61,89,32,50
ENSG00000226415,NA,NA,NA,29.800227353388266,-0.53839832802718,0.4641456756604312,-1.1599770422531568,0.24605815330794184,NA,24,33,26,45,19,35
ENSG00000226789,NA,NA,NA,15.980969516299112,-0.17138022701985273,0.6411421319775382,-0.26730457798998125,0.7892346622482543,NA,16,14,11,21,15,19
ENSG00000227051,C14orf132,56967,chromosome 14 open reading frame 132,72.9606481262784,-0.8048368537068624,0.7640169739580962,-1.0534279749536102,0.29214488840429326,NA,23,101,121,162,17,39
ENSG00000227080,NA,NA,NA,30.061148968560516,0.114196516081614,0.4946799586228852,0.2308492876879831,0.8174318891588112,NA,28,31,34,42,27,20
ENSG00000227268,KLLN,100144748,"killin, p53 regulated DNA replication inhibitor",24.92955312477609,-0.7096624051794409,0.5426192375333031,-1.3078460107782035,0.19092554466169162,NA,19,39,23,35,12,25
ENSG00000227471,AKR1B15,441282,aldo-keto reductase family 1 member B15,56.10338107716335,-0.34208543122019774,0.3544167464374984,-0.9652067365855262,0.334441273457098,NA,34,67,59,65,49,68
ENSG00000227500,SCAMP4,113178,secretory carrier membrane protein 4,49.428486482556046,0.3974341327251896,0.6138780953323117,0.6474154001374587,0.5173631315479161,NA,49,50,22,57,84,30
ENSG00000227507,LTB,4050,lymphotoxin beta,144.21931533986267,0.22592369312267502,0.727522023271441,0.3105386309912189,0.7561513871740551,NA,87,322,146,44,210,54
ENSG00000227694,RPL23AP74,729617,ribosomal protein L23a pseudogene 74,33.276880322453096,0.027012829113518506,0.4646597243806349,0.05813464713242594,0.9536413766295214,NA,23,32,45,33,29,40
ENSG00000228198,OR2M3,127062,olfactory receptor family 2 subfamily M member 3,35.144805265336025,-0.4441988411568795,0.5980030973436918,-0.7428035793292622,0.4576006081318531,NA,11,41,51,39,26,49
ENSG00000228224,NACA4P,83955,"NACA family member 4, pseudogene",24.363641224006926,-0.22389275637657113,0.5480110600265424,-0.4085551783676174,0.6828661293189224,NA,12,31,29,29,24,24
ENSG00000228409,NA,NA,NA,116.03235716814488,-0.6116415815539442,0.4183208990274543,-1.4621348896886033,0.14370424953535374,NA,60,101,79,142,121,202
ENSG00000228451,SDAD1P1,157489,SDA1 domain containing 1 pseudogene 1,78.68693940596964,-0.2700462854064423,0.34456015020136244,-0.7837420701396436,0.43319147156772564,NA,51,105,96,81,59,88
ENSG00000228463,RPL23AP21,728481,ribosomal protein L23a pseudogene 21,100.98339917124434,-0.3707867453861411,0.33666011615657837,-1.1013681977513803,0.27073644072892045,NA,58,125,80,120,112,118
ENSG00000228486,C2orf92,728537,chromosome 2 open reading frame 92,53.75514267033769,-0.42775312967118656,0.3820935771292165,-1.1194983513856056,0.26292759382567144,NA,37,56,61,71,34,70
ENSG00000228502,NA,NA,NA,39.943112953752326,0.05381413161979584,0.39156723779368946,0.13743267164795245,0.8906888078122062,NA,37,43,38,43,40,39
ENSG00000228668,TRGV5P,6979,T cell receptor gamma variable 5P (pseudogene),20.75247077849155,-0.15090089021167502,0.6777798982395367,-0.22263996114907583,0.8238157324457926,NA,20,37,15,13,20,19
ENSG00000228782,NA,NA,NA,61.42519191673179,-0.2593106943721366,0.42735296671328626,-0.6067834192575285,0.5439946531729063,NA,32,53,67,71,62,89
ENSG00000228897,NA,NA,NA,16.185168465949992,-0.06637284039923293,0.6049743244271949,-0.1097118302699481,0.9126379178590205,NA,12,15,16,21,17,17
ENSG00000228960,NA,NA,NA,35.394934584664625,-0.6708932112640583,0.648276245143865,-1.034887852654811,0.3007212882080112,NA,30,76,19,21,27,40
ENSG00000229018,NA,NA,NA,23.782693726483764,-0.45029526213739596,0.5403819579250018,-0.8332907039799639,0.4046807977961187,NA,22,29,22,35,13,24
ENSG00000229212,NA,NA,NA,56.17686286274142,-0.2774779757053888,0.5415511138367807,-0.5123763364449815,0.6083876490637335,NA,19,78,53,69,74,50
ENSG00000229320,KRT8P12,90133,keratin 8 pseudogene 12,70.06763223010607,0.20305351789981907,0.3484277241827153,0.5827708411439094,0.5600475767160238,NA,69,55,63,80,79,73
ENSG00000229344,MTCO2P12,107075310,MT-CO2 pseudogene 12,56.2526782191847,-0.10357236096765378,0.7547088100967788,-0.13723486407210797,0.8908451540596851,NA,23,37,112,125,28,29
ENSG00000229474,PATL2,197135,PAT1 homolog 2,81.27933376627439,-0.5935392440667145,0.6809398349168214,-0.8716471171630265,0.383400918062789,NA,84,149,89,94,12,69
ENSG00000229638,RPL4P4,647276,ribosomal protein L4 pseudogene 4,26.325527986309552,0.09081271191324237,0.5431223364316743,0.16720489256598042,0.8672088349037582,NA,27,18,29,27,21,36
ENSG00000229676,ZNF492,57615,zinc finger protein 492,66.48164966315409,-0.09921272613061066,0.4683659422084334,-0.21182737084341363,0.8322417141927426,NA,31,69,67,60,86,89
ENSG00000230021,LOC101928626,101928626,uncharacterized LOC101928626,48.179562412138665,-0.2294712778013086,0.509485153299427,-0.4503983606102201,0.6524232268459651,NA,25,31,55,64,48,71
ENSG00000230373,GOLGA6L17P,642402,"golgin A6 family like 17, pseudogene",38.24623636367623,-0.6611931002114259,0.7761781731813949,-0.8518573738054642,0.39429325787025604,NA,11,18,61,75,17,58
ENSG00000230715,NA,NA,NA,39.422740633857565,0.040659522274221344,0.49393480835126896,0.08231758844844506,0.9343941683268374,NA,31,23,43,48,40,53
ENSG00000230797,YY2,404281,YY2 transcription factor,35.95644994078552,0.023420468237019387,0.5788988946516436,0.04045692339957363,0.9677288490510396,NA,24,27,41,67,39,22
ENSG00000230882,NA,NA,NA,41.267750387993786,0.1430181541349971,0.4348763901699876,0.3288708179330985,0.7422533324208134,NA,32,30,50,44,42,51
ENSG00000231205,NA,NA,NA,136.02059188615277,0.210922958699032,0.41992391247260474,0.5022885156910237,0.6154645863932529,NA,81,75,169,163,170,165
ENSG00000231584,NA,NA,NA,135.61034993313984,-0.5453212330014368,0.28658826240512963,-1.9028037939340117,0.05706615199098296,NA,80,209,120,169,115,136
ENSG00000231752,NA,NA,NA,107.28077133130739,-0.14168167574290244,0.3184558092278869,-0.44490215482775214,0.6563904653459957,NA,92,146,85,106,110,106
ENSG00000231784,DBIL5P,100131454,"diazepam binding inhibitor-like 5, pseudogene",29.664516715665766,-0.18148786693297478,0.5201445852859896,-0.34891811251517274,0.7271507869040247,NA,20,21,35,42,25,38
ENSG00000231793,NA,NA,NA,24.451133566425092,-0.21460990018406148,0.5039763454197447,-0.42583327994356607,0.6702293348306794,NA,19,28,29,30,17,26
ENSG00000231925,TAPBP,6892,TAP binding protein,30.409877180789664,-0.5636167301866932,0.779017982554787,-0.723496431158513,0.46937494589911866,NA,23,32,13,13,32,68
ENSG00000232040,SCAND3,114821,SCAN domain containing 3,45.69093256061369,-0.1864493155221797,0.509066235577049,-0.36625747789151875,0.7141729561096772,NA,31,43,30,44,59,67
ENSG00000232499,LOC100421402,100421402,heterogeneous nuclear ribonucleoprotein A1 pseudogene,21.382442028275193,0.44095924009438353,0.5992587072542132,0.7358411897172868,0.4618273509957934,NA,18,27,24,19,28,12
ENSG00000232593,KANTR,102723508,KANTR integral membrane protein,160.79011876031973,-0.437345422332788,0.32129745944609295,-1.3611854357228912,0.1734550955733959,NA,104,142,189,236,102,214
ENSG00000232653,GOLGA8N,643699,golgin A8 family member N,58.35169628624568,-0.023321727960754195,0.7301061259121716,-0.03194292875110007,0.97451756389992,NA,84,126,36,28,39,32
ENSG00000232815,NA,NA,NA,27.222110839215098,-0.4769956872885627,0.5687341561875349,-0.8386970996890113,0.4016393062904064,NA,13,22,31,47,22,33
ENSG00000233270,NA,NA,NA,37.43439579584499,0.9593186114190861,0.5939896444931748,1.6150426532058997,0.10630145836152362,NA,50,35,60,12,31,33
ENSG00000233297,NA,NA,NA,33.93091797173352,-0.9490148160494178,0.5636570312100597,-1.6836742265275597,0.09224464495862723,NA,31,56,23,41,11,45
ENSG00000233382,NKAPP1,158801,NFKB activating protein pseudogene 1,37.55848990292796,0.05685692325098935,0.4287812188140858,0.13260124454201386,0.8945087481116483,NA,28,41,39,34,42,42
ENSG00000233435,NA,NA,NA,27.54431613265617,-0.1680587036663658,0.5729858482242531,-0.2933034108734071,0.7692902467426795,NA,13,26,41,31,22,36
ENSG00000233493,TMEM238,388564,transmembrane protein 238,132.75565923769545,0.04040731083680093,0.2951257051876162,0.1369155926662279,0.8910975137411461,NA,90,129,163,125,134,162
ENSG00000233757,ZNF892,344065,zinc finger protein 892,29.015431038922454,0.1363005154387961,0.4873620242552292,0.2796699550956727,0.7797307311882614,NA,33,32,24,29,28,27
ENSG00000233822,H2BC15,8341,H2B clustered histone 15,28.8660778720368,-0.7549625254753403,0.4873844099656036,-1.5490083598049855,0.12137971047339746,NA,21,45,23,42,17,29
ENSG00000234062,NA,NA,NA,37.51357329397486,-0.3579636721526764,0.503735559911088,-0.7106182303585216,0.4773208429704767,NA,15,43,40,51,40,41
ENSG00000234284,ZNF879,345462,zinc finger protein 879,39.2458631812352,-0.20277392284094709,0.5104470815079722,-0.3972476877366183,0.6911848193655891,NA,18,47,58,42,31,45
ENSG00000234332,NA,NA,NA,151.01135941334957,0.04570348554880136,0.24536367726097358,0.18626834280850071,0.8522343317656847,NA,129,126,158,183,149,166
ENSG00000234353,NA,NA,NA,28.794961448756613,-0.297769996522919,0.5927896326699245,-0.5023198452067439,0.6154425517799276,NA,12,35,43,28,21,38
ENSG00000234465,PINLYP,390940,phospholipase A2 inhibitor and LY6/PLAUR domain containing,89.1020521121635,-0.03535715906810121,0.383662781873212,-0.09215686467024992,0.92657340915166575,NA,53,70,118,129,84,91
ENSG00000234518,NA,NA,NA,81.38585848948101,0.04604887547883448,0.44258491832707386,0.10404528842260274,0.9171334086130212,NA,58,57,88,68,90,128
ENSG00000234585,NA,NA,NA,127.16969373826122,-0.2877681065416988,0.4069413933802015,-0.7071487718449909,0.4794740298680353,NA,83,96,100,137,141,210
ENSG00000234618,NA,NA,NA,20.61305984263873,-0.07157221758350793,0.5658469184061637,-0.12648689116326253,0.8993465250410595,NA,19,28,21,17,17,22
ENSG00000234769,NA,NA,NA,52.51568408895258,-0.380870611334415,0.5018052900537086,-0.7590007895166873,0.4478520844997236,NA,42,33,51,102,37,57
ENSG00000234797,RPS3AP6,145767,RPS3A pseudogene 6,29.96140219940262,-0.27245120890312186,0.6141334587426954,-0.4436351822629993,0.6573063649857881,NA,22,24,43,31,14,49
ENSG00000234814,NA,NA,NA,91.30527323917502,0.07747928725847593,0.37513351582601795,0.2065378964816618,0.8363707657023495,NA,68,83,102,140,98,64
ENSG00000234882,EIF3EP1,3647,EIF3E pseudogene 1,53.529149531050706,0.18589604331277634,0.492310675032709,0.3775990502347435,0.7057284703492684,NA,53,64,39,33,67,61
ENSG00000234911,NA,NA,NA,19.858896456639194,-0.03939360161735139,0.6112862006075355,-0.0644437933953024,0.9486168603873228,NA,17,29,15,18,23,17
ENSG00000235013,NA,NA,NA,38.66942763718918,0.3707075522543959,0.42534180280999917,0.8715521253855961,0.38345275775070314,NA,39,38,39,30,45,39
ENSG00000235034,C19orf81,342918,chromosome 19 open reading frame 81,25.848613012808535,-0.01478305839819803,0.6123475671213282,-0.024141613671617594,0.9807396500749188,NA,23,16,27,22,23,44
ENSG00000235217,TSPY26P,128854,"testis specific protein Y-linked 26, pseudogene",57.38258894588737,-0.6117728894503093,0.5447712984372671,-1.1229903102554102,0.2614416097755172,NA,52,90,62,67,16,64
ENSG00000235316,NA,NA,NA,25.946071742739075,0.280252043257538,0.6679263119389601,0.4195852719800465,0.6747884494057768,NA,14,11,33,32,35,32
ENSG00000235374,SSR4P1,728039,signal sequence receptor subunit 4 pseudogene 1,34.27528680348645,0.2800603402260941,0.4958360981585894,0.5648244273988275,0.5721931903529398,NA,35,28,41,50,31,22
ENSG00000235453,SMIM27,100129250,small integral membrane protein 27,128.66769287923114,-0.6591628354803448,0.3623767311181934,-1.818998790144037,0.06891161465915446,NA,74,114,141,222,74,170
ENSG00000235489,NA,NA,NA,25.799492364333904,0.7290593052268342,0.48133670705334675,1.5146555302004678,0.129859661614564,NA,26,22,37,21,29,19
ENSG00000235505,NA,NA,NA,19.564689906329654,0.3135054621890031,0.5920577573135145,0.5295183760644342,0.5964459003442444,NA,14,21,23,22,25,13
ENSG00000235508,RPS2P7,86781,ribosomal protein S2 pseudogene 7,23.043798789012897,-0.15551888899039049,0.5656185788007491,-0.27495364335473016,0.7833518533170709,NA,21,21,16,24,24,32
ENSG00000235859,NA,NA,NA,110.60844592121943,-0.23298764638448669,0.3276492943799072,-0.7110885034116358,0.47702939372422903,NA,68,145,144,128,83,109
ENSG00000235944,NA,NA,NA,129.04800697814738,-0.4743293725416953,0.3986386519736015,-1.1898730095372343,0.23409630827581182,NA,58,108,149,223,107,152
ENSG00000236296,GUSBP5,441046,GUSB pseudogene 5,41.10355444280105,-0.050290307044625594,0.4821732131726655,-0.10429925526911574,0.9169318689004787,NA,44,49,33,30,36,53
ENSG00000236334,PPIAL4G,644591,peptidylprolyl isomerase A like 4G,54.288271050523974,-0.12723814397006428,0.37258671173105856,-0.34149941467023553,0.7327276454394686,NA,41,53,57,54,50,73
ENSG00000236539,NA,NA,NA,45.77876357328898,-0.2017721197321397,0.40267080258704374,-0.5010845545190067,0.6163116165418636,NA,37,44,53,52,32,60
ENSG00000236552,RPL13AP5,728658,ribosomal protein L13a pseudogene 5,64.38691304578462,-0.3207294180960922,0.39200774909546254,-0.8181711173724463,0.41325948485144465,NA,52,92,72,59,40,76
ENSG00000236609,ZNF853,54753,zinc finger protein 853,27.818628696038676,-1.2416531139812919,0.4949662126842089,-2.5085613566384444,0.012122391324825251,NA,12,44,16,45,19,36
ENSG00000237004,NA,NA,NA,60.899179947189815,-0.6073601726362379,0.3600810682963749,-1.6867317560176003,0.09165494296378895,NA,30,78,60,82,49,75
ENSG00000237296,SMG1P1,641298,SMG1 pseudogene 1,156.55451924375268,-0.698467187563542,0.43349777604387013,-1.61123591898856,0.10712831173197711,NA,74,173,194,152,82,287
ENSG00000237438,NA,NA,NA,73.64885556279607,-0.07832987925858015,0.34583968441207974,-0.22649187698554407,0.8208188763272143,NA,46,88,78,75,81,78
ENSG00000237441,RGL2,5863,ral guanine nucleotide dissociation stimulator like 2,150.84784372858974,0.05501691300482271,0.2905584627228443,0.1893488576765421,0.8498194049593629,NA,121,183,170,186,148,106
ENSG00000237489,C10orf143,387723,chromosome 10 open reading frame 143,63.71768323143656,-0.08956252885479603,0.42181839130912097,-0.21232485519855385,0.8318536058215585,NA,37,77,92,82,51,52
ENSG00000237515,SHISA9,729993,shisa family member 9,38.854740101696656,-0.43612235316775705,0.4826317329400771,-0.9036338131166883,0.36618960554586355,NA,23,33,33,47,38,62
ENSG00000237765,FAM200B,285550,family with sequence similarity 200 member B,135.41409381584862,-0.5260606369950426,0.3675140146274191,-1.431402929023961,0.15231476943666292,NA,121,198,126,124,68,184
ENSG00000239521,NA,NA,NA,64.17628339893088,0.10726046192156002,0.47142662859061085,0.22752312961664609,0.8200169859665927,NA,58,98,76,67,56,33
ENSG00000239626,NA,NA,NA,33.07468313226977,-0.07519212770998933,0.5074039128021338,-0.14818988544006576,0.8821929139355758,NA,28,39,21,35,41,34
ENSG00000239827,NA,NA,NA,25.52101392283184,-0.056964449132861174,0.5623650386352049,-0.101294435498884,0.9193167333042861,NA,14,24,38,27,21,32
ENSG00000239883,NA,NA,NA,36.46252897073389,0.1509567157794791,0.5298558591088479,0.2849014749659835,0.7757196259356203,NA,18,34,40,35,52,41
ENSG00000239969,NA,NA,NA,129.22154812492994,-0.31932994775127077,0.2574715274876776,-1.2402534403209056,0.21488166775078923,NA,116,137,114,157,95,163
