gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_bead,D1_B7_bead,D2_B7C2_bead,D2_B7_bead,D3_B7C2_bead,D3_B7_bead
ENSG00000185385,OR7A17,26333,olfactory receptor family 7 subfamily A member 17,48.39010633750501,-0.010559340507771953,0.41130255176883873,-0.02567292729490903,0.9795182176265375,NA,58,52,30,60,54,40
ENSG00000185432,TMT1A,25840,thiol methyltransferase 1A,51.372484041505565,-1.816775710360256,0.6735111331592677,-2.697469456574872,0.006986869393163817,NA,27,154,26,67,11,35
ENSG00000185437,SH3BGR,6450,SH3 domain binding glutamate rich protein,26.348030121564392,-0.5895606912822199,0.6130605418326832,-0.961667977390597,0.3362164129284903,NA,26,48,21,33,13,19
ENSG00000185442,FAM174B,400451,family with sequence similarity 174 member B,52.85247248681765,0.05171147834460074,0.6974193823260897,0.0741468901712029,0.9408935049566406,NA,22,19,65,73,65,67
ENSG00000185495,NA,NA,NA,45.85050155821319,0.12031426767883384,0.49192086415036274,0.24458053407968083,0.8067812379130117,NA,73,47,30,34,37,57
ENSG00000185513,L3MBTL1,26013,L3MBTL histone methyl-lysine binding protein 1,47.650868982147784,-0.3210293679252561,0.3798488770775954,-0.8451502355229454,0.3980269632640715,NA,43,56,35,43,45,67
ENSG00000185527,PDE6G,5148,phosphodiesterase 6G,86.86079125203345,-0.7675435729800015,0.5208517512628937,-1.4736315489368357,0.14058082212884912,NA,39,163,34,95,120,89
ENSG00000185633,NDUFA4L2,56901,NDUFA4 mitochondrial complex associated like 2,67.26709527937696,-0.17289004705450467,0.4954039481777271,-0.3489880282352535,0.727098297304676,NA,46,48,76,65,56,108
ENSG00000185736,ADARB2,105,adenosine deaminase RNA specific B2 (inactive),87.72858693641359,-0.6223554694012022,0.7404885396570401,-0.8404660383933131,0.40064713571155675,NA,26,60,121,187,38,79
ENSG00000185753,CXorf38,159013,chromosome X open reading frame 38,31.727362029929758,0.09369379953690403,0.7811683973576885,0.11994059136778246,0.9045302092938176,NA,27,12,32,15,35,68
ENSG00000185761,ADAMTSL5,339366,ADAMTS like 5,52.4660989845552,0.01936855421588252,0.45553234159960176,0.04251850515787714,0.9660853601064514,NA,33,42,52,55,67,65
ENSG00000185818,NAT8L,339983,N-acetyltransferase 8 like,24.488810721802615,0.507330404276895,0.5084119471501589,0.9978727036622047,0.3183410897461609,NA,31,17,21,24,32,22
ENSG00000185834,NA,NA,NA,18.131756767565303,-0.22860075243633599,0.5727997411516523,-0.3990936727323215,0.689824184245744,NA,15,18,16,19,17,24
ENSG00000185909,KLHDC8B,200942,kelch domain containing 8B,34.093832092294406,-0.6100119573779206,0.45047251941453004,-1.3541602008724987,0.17568527331270217,NA,26,52,20,31,33,47
ENSG00000185915,KLHL34,257240,kelch like family member 34,62.1982159327246,0.31829401734132545,0.42423417319919077,0.7502790615405629,0.4530866505915997,NA,51,52,73,43,73,78
ENSG00000185947,ZNF267,10308,zinc finger protein 267,65.38954062063188,0.0723679845219012,0.5922348587885494,0.12219473988737185,0.9027447922000275,NA,45,56,98,42,41,101
ENSG00000185955,SPACDR,402573,sperm acrosome developmental regulator,27.499126872999724,-0.473866811896289,0.5526613522414143,-0.8574270843699123,0.3912088962111368,NA,29,21,17,39,21,39
ENSG00000185986,NA,NA,NA,82.03848443778327,-0.28110944188694986,0.6689729795065243,-0.4202104576694764,0.6743317158306962,NA,36,66,115,160,51,51
ENSG00000186026,ZNF284,342909,zinc finger protein 284,89.35992833040031,-0.21708290960034474,0.42869134410909304,-0.5063851010369401,0.6125863316973812,NA,130,109,56,109,55,83
ENSG00000186063,AIDA,64853,"axin interactor, dorsalization associated",28.85569430571909,0.44571316243262,0.6828032929635589,0.6527694974904107,0.5139048908537405,NA,33,13,22,46,43,16
ENSG00000186088,GSAP,54103,gamma-secretase activating protein,24.34073564306302,-0.8618243821114169,0.7545963273926223,-1.142099889472432,0.2534125013979743,NA,12,33,12,11,27,55
ENSG00000186231,KLHL32,114792,kelch like family member 32,95.35622803820787,-0.6827143253257322,0.5237428861342172,-1.3035295435989485,0.1923940369113068,NA,36,93,106,147,60,124
ENSG00000186265,BTLA,151888,B and T lymphocyte associated,79.94334189472526,-0.4316350301377652,0.43052607616780647,-1.002575811388313,0.31606557139383573,NA,55,84,38,87,110,116
ENSG00000186272,ZNF17,7565,zinc finger protein 17,102.23571247288383,0.13059202190935337,0.5058715822948789,0.25815251633018127,0.796289202560271,NA,74,179,132,64,94,69
ENSG00000186300,ZNF555,148254,zinc finger protein 555,64.36909986894258,-0.5014179258501119,0.3202277826657163,-1.5658164375248442,0.11739159692133212,NA,48,87,44,67,63,83
ENSG00000186310,NAP1L3,4675,nucleosome assembly protein 1 like 3,38.76291493948032,-0.2161560162763064,0.4992793076305757,-0.4329360599823686,0.665061222006091,NA,35,47,38,56,29,27
ENSG00000186329,TMEM212,389177,transmembrane protein 212,78.41306959625575,-0.0179134717793647,0.3853738119487163,-0.046483365563378086,0.9629249921118466,NA,81,80,80,60,61,107
ENSG00000186364,NUDT17,200035,nudix hydrolase 17,31.690464485332814,0.08158474985941512,0.5085089308428805,0.16043916814633732,0.8725351375058457,NA,27,29,38,27,27,40
ENSG00000186399,GOLGA8R,101059918,golgin A8 family member R,15.196832493941487,0.08424363229746701,0.6568946930678018,0.12824526242408196,0.8979548815415266,NA,13,16,19,16,12,14
ENSG00000186442,KRT3,3850,keratin 3,37.71810269652589,0.16701466498909473,0.5365625686019438,0.31126782739292574,0.7555970232761168,NA,62,47,21,39,35,26
ENSG00000186446,ZNF501,115560,zinc finger protein 501,69.3219549331789,0.18420622167667441,0.3560639338933789,0.5173402980258983,0.6049186278709273,NA,74,62,65,52,74,89
ENSG00000186462,NAP1L2,4674,nucleosome assembly protein 1 like 2,92.91883153814997,-0.1312842469057469,0.3000528405038312,-0.4375370907514225,0.6617218831078562,NA,99,117,62,78,99,111
ENSG00000186481,NA,NA,NA,71.93695460429174,0.2398177797378689,0.3112356481993863,0.7705344202224383,0.4409829454474447,NA,76,88,66,58,84,62
ENSG00000186487,MYT1L,23040,myelin transcription factor 1 like,23.807762557395638,-0.06806375855608089,0.5276951893910173,-0.12898309464338562,0.8973710256009964,NA,18,22,22,23,27,31
ENSG00000186496,ZNF396,252884,zinc finger protein 396,25.635644298668836,-0.29749328451738416,0.49959448281537777,-0.5954695152774957,0.5515296705356533,NA,20,38,23,26,23,25
ENSG00000186532,SMYD4,114826,SET and MYND domain containing 4,20.076816224355174,-0.032352927148089634,0.7075966367515248,-0.0457222737753776,0.9635316104669878,NA,14,12,12,20,33,31
ENSG00000186564,FOXD2,2306,forkhead box D2,19.074650722202367,-0.3732695670917653,0.6539995612324799,-0.5707489564493418,0.5681698278710545,NA,11,33,20,20,16,15
ENSG00000186583,SPATC1,375686,spermatogenesis and centriole associated 1,19.787822909148282,0.004907680480077725,0.6121848021215474,0.008016665005517927,0.9936036952748404,NA,12,25,20,22,25,15
ENSG00000186648,CARMIL3,90668,capping protein regulator and myosin 1 linker 3,66.50520005474004,0.12660027289956893,0.33232210083013114,0.38095652556157134,0.7032355079404216,NA,69,73,48,55,87,72
ENSG00000186704,NA,NA,NA,97.7109181508166,-0.07177300412436344,0.26178426994523807,-0.27416851340753756,0.7839551239896736,NA,101,103,84,104,90,106
ENSG00000186787,SPIN2B,474343,spindlin family member 2B,97.22075919196585,-0.4928119511798214,0.26755890939338145,-1.8418820449565338,0.06549240551179854,NA,85,114,72,119,76,122
ENSG00000186812,ZNF397,84307,zinc finger protein 397,104.08473581955596,-0.12712862771260963,0.3205051032646018,-0.396650868949363,0.6916249351322895,NA,114,156,80,82,95,106
ENSG00000186862,PDZD7,79955,PDZ domain containing 7,29.39920187685462,-0.011600528791780643,0.5130672346147176,-0.022610153229706702,0.9819612447928774,NA,24,24,25,26,36,42
ENSG00000186907,RTN4RL2,349667,reticulon 4 receptor like 2,22.532028983611987,-1.3729982397578804,0.6834523141633172,-2.0089159277172186,0.04454605046780202,NA,13,15,12,40,11,45
ENSG00000186919,ZACN,353174,zinc activated ion channel,22.185077252147316,0.3385952201396853,0.5684288924444347,0.5956685605540077,0.5513966651360611,NA,22,30,21,19,29,13
ENSG00000186994,KANK3,256949,KN motif and ankyrin repeat domains 3,82.28500815470044,-0.44107055567882186,0.3631363525814497,-1.2146141595115898,0.2245132858421147,NA,62,72,69,105,69,117
ENSG00000187079,TEAD1,7003,TEA domain transcription factor 1,54.15228153940792,0.7549392976337873,0.5839498002351958,1.2928154052449756,0.19607491100334024,NA,38,23,88,58,64,43
ENSG00000187097,ENTPD5,957,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),72.17519752501317,0.3369592151779433,0.41436393523271586,0.8131962908130497,0.41610552571344844,NA,62,89,96,59,69,53
ENSG00000187122,SLIT1,6585,slit guidance ligand 1,88.56935391950137,0.5181520866378324,0.4946222687789291,1.0475712869074643,0.29483617218597324,NA,103,100,50,39,160,92
ENSG00000187186,LOC730098,730098,uncharacterized LOC730098,57.07170679102351,-0.5532628074395336,0.347236369885652,-1.5933319646836763,0.11108573951536263,NA,52,73,30,66,54,74
ENSG00000187187,ZNF546,339327,zinc finger protein 546,98.64664176792564,0.009264082592862955,0.38237298124178315,0.024227869246349978,0.9806708482076858,NA,124,154,68,88,98,70
ENSG00000187240,DYNC2H1,79659,dynein cytoplasmic 2 heavy chain 1,82.0680133838188,-0.534094929037292,0.447230378347943,-1.194227751277148,0.2323888903714706,NA,107,119,32,81,60,106
ENSG00000187391,MAGI2,9863,"membrane associated guanylate kinase, WW and PDZ domain containing 2",30.431721254424854,0.012516415552051375,0.5175258756405531,0.02418510096052595,0.9807049623665074,NA,26,31,29,20,33,44
ENSG00000187513,GJA4,2701,gap junction protein alpha 4,56.37604279906181,0.5220453426499302,0.4506968035751458,1.1583071779271856,0.24673870319700164,NA,80,48,30,52,89,45
ENSG00000187595,ZNF385C,201181,zinc finger protein 385C,30.2192420394947,-0.002013129986990678,0.7112256078313304,-0.002830508301197303,0.9977415841429048,NA,14,19,45,45,24,29
ENSG00000187650,VMAC,400673,vimentin type intermediate filament associated coiled-coil protein,101.25220819853095,-0.34694591561693033,0.26004779066445916,-1.3341621350846091,0.18215072596734022,NA,98,129,63,112,100,115
ENSG00000187653,NA,NA,NA,21.112218576615298,-0.22151770710579857,0.5947864826814259,-0.37243231572302876,0.7095709971711175,NA,17,23,23,18,15,30
ENSG00000187664,HAPLN4,404037,hyaluronan and proteoglycan link protein 4,49.32859582947638,0.2763550499605682,0.39516512067799386,0.6993406945593262,0.48433914087738394,NA,41,42,54,50,60,47
ENSG00000187688,TRPV2,51393,transient receptor potential cation channel subfamily V member 2,18.603550520753725,0.5158828932552414,0.6628121171547047,0.7783244752220349,0.436377750186856,NA,14,15,14,14,37,19
ENSG00000187808,SOWAHD,347454,sosondowah ankyrin repeat domain family member D,43.908776126946314,-0.24401028145320008,0.4950893065596494,-0.492861142868981,0.6221107046645291,NA,26,41,50,48,37,59
ENSG00000188033,ZNF490,57474,zinc finger protein 490,44.5314360251903,-0.17016107059985336,0.5251519444225125,-0.3240225470115556,0.7459209642822835,NA,27,33,51,50,40,63
ENSG00000188070,ZFTA,65998,zinc finger translocation associated,75.48118322675336,0.2407139950150132,0.4560524338294511,0.5278208757570899,0.5976236664760891,NA,101,120,59,41,79,60
ENSG00000188112,C6orf132,647024,chromosome 6 open reading frame 132,33.66046935673661,0.22903631626887527,0.6573264175061203,0.3484361957303241,0.7275126233176238,NA,63,54,20,20,24,25
ENSG00000188171,ZNF626,199777,zinc finger protein 626,66.81880291177842,-0.003977738281741746,0.6858812963279408,-0.005799455828636371,0.9953727296719818,NA,41,28,44,45,113,134
ENSG00000188199,NUTM2B,729262,NUT family member 2B,47.55263933344586,0.18502283962082994,0.714028929500157,0.259125130616699,0.7955386954110815,NA,72,21,30,92,47,23
ENSG00000188227,ZNF793,390927,zinc finger protein 793,62.51649120889198,-0.2233937519908112,0.5296044473610951,-0.4218124547554956,0.673161914108868,NA,42,41,52,52,73,116
ENSG00000188234,AGAP4,119016,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",50.59445826906797,-0.08388463139003152,0.7568808850635614,-0.11082936964775777,0.9117516552043637,NA,12,34,82,55,39,72
ENSG00000188266,HYKK,123688,hydroxylysine kinase,43.887116998020495,-0.49235653156227904,0.38327009361744985,-1.284620271086715,0.1989250114727247,NA,31,60,35,46,39,55
ENSG00000188277,C15orf62,643338,chromosome 15 open reading frame 62,22.814620940963906,-0.11952503303265058,0.5702991427747311,-0.20958304873318584,0.8339931109635462,NA,16,25,25,30,21,19
ENSG00000188282,RUFY4,285180,RUN and FYVE domain containing 4,44.555011282595935,0.5078947357633463,0.529748416137659,0.95874705858746,0.33768618539808093,NA,72,59,25,31,59,27
ENSG00000188321,ZNF559,84527,zinc finger protein 559,86.50548208894733,-0.21587705857954628,0.418411038496607,-0.5159449410207109,0.6058928646453023,NA,75,159,73,75,83,62
ENSG00000188368,PRR19,284338,proline rich 19,45.696274136879325,-0.45517400719246115,0.4300091299309899,-1.0585217278189183,0.28981765032933154,NA,53,60,29,45,30,61
ENSG00000188487,INSC,387755,INSC spindle orientation adaptor protein,48.62280931037493,0.13695568135429875,0.3861242003388192,0.35469333762069777,0.7228193426580571,NA,56,58,41,34,51,54
ENSG00000188542,DUSP28,285193,dual specificity phosphatase 28,97.77080025759923,-0.24904684436005747,0.31926784873517444,-0.780056135770302,0.4353578338157599,NA,107,134,65,79,89,122
ENSG00000188611,ASAH2,56624,N-acylsphingosine amidohydrolase 2,94.78281491726857,0.1567289961550464,0.40773458740400936,0.3843897500894359,0.7006895963412025,NA,110,142,56,71,131,72
ENSG00000188672,RHCE,6006,Rh blood group CcEe antigens,34.997175762160595,-0.353684131528541,0.490653461085253,-0.7208430380705844,0.4710060924544274,NA,25,29,27,39,37,54
ENSG00000188687,SLC4A5,57835,solute carrier family 4 member 5,66.72436434803905,-0.17458950658541741,0.46035883954529255,-0.3792465607000479,0.7045047790078883,NA,56,42,60,102,64,74
ENSG00000188760,TMEM198,130612,transmembrane protein 198,21.271641227109107,0.08687218790482322,0.6391214213642097,0.13592438776249097,0.8918810557504825,NA,19,13,13,24,33,27
ENSG00000188765,NA,NA,NA,23.977820138435185,-0.023206062234241355,0.5113308767031829,-0.04538365135284408,0.9638015118907612,NA,23,29,16,26,31,21
ENSG00000188785,ZNF548,147694,zinc finger protein 548,26.922800129663443,0.7896720631563714,0.6126707232772307,1.2889012534046749,0.1974324182646996,NA,24,13,26,30,50,18
ENSG00000188818,ZDHHC11,79844,zinc finger DHHC-type containing 11,41.01510774277012,0.4863152082160428,0.6079488964161155,0.7999277753161352,0.42375264413733194,NA,36,21,56,24,43,61
ENSG00000188822,CNR2,1269,cannabinoid receptor 2,18.915201899752784,-0.2549466968669596,0.6642294051025945,-0.3838232618256059,0.7011094457494831,NA,14,14,15,16,21,34
ENSG00000188868,ZNF563,147837,zinc finger protein 563,82.633504634760655,-0.12434190174750775,0.2865913798280477,-0.4338647653049153,0.6643866474875142,NA,81,84,71,91,76,94
ENSG00000188933,NA,NA,NA,78.43121062233872,-0.7757201468660457,0.754161931598378,-1.0285856582842587,0.3036744201230749,NA,56,72,26,24,92,214
ENSG00000189058,APOD,347,apolipoprotein D,55.93572897058405,-0.5358143558043014,0.3942310897363463,-1.3591377487824288,0.17410294294484252,NA,57,81,30,76,47,51
ENSG00000189157,FAM47E,100129583,family with sequence similarity 47 member E,17.951342155281413,-0.1777188484823616,0.6151923802309974,-0.28888337078497345,0.7726706296424648,NA,15,22,14,12,20,26
ENSG00000189171,S100A13,6284,S100 calcium binding protein A13,24.45543088598272,0.4038462980788761,0.6309550533340672,0.6400555728096444,0.5221364707815823,NA,22,19,16,15,45,32
ENSG00000189227,C15orf61,145853,chromosome 15 open reading frame 61,98.7076112123511,0.06250455824829458,0.2991511063814047,0.20893975290401895,0.8344952706445852,NA,96,85,75,108,124,108
ENSG00000189233,NUGGC,389643,"nuclear GTPase, germinal center associated",46.041724460363426,-0.5823032595059545,0.5958169840644834,-0.9773190007670773,0.3284112492267389,NA,16,36,38,57,52,78
ENSG00000189337,KAZN,23254,"kazrin, periplakin interacting protein",44.01489332401012,-0.16094537513375354,0.5346345364051569,-0.30103811889134274,0.7633854272646212,NA,27,30,43,44,49,70
ENSG00000189343,RPS2P46,125208,ribosomal protein S2 pseudogene 46,53.636166967464646,-0.021843482928634382,0.34998929567471976,-0.06241186001567239,0.9502348504469164,NA,59,54,45,51,50,64
ENSG00000189350,TOGARAM2,165186,TOG array regulator of axonemal microtubules 2,37.99150111159066,-0.3518395542325687,0.4036057493438396,-0.871740689533215,0.3833498571817666,NA,35,43,31,45,30,45
ENSG00000189423,NA,NA,NA,79.51460889325323,-0.23108282394458124,0.4109910606289168,-0.5622575430009792,0.5739405608868648,NA,70,85,74,57,65,127
ENSG00000196074,SYCP2,10388,synaptonemal complex protein 2,87.22138655442124,-0.451919388925513,0.627647675887461,-0.7200208114951157,0.4715121819644975,NA,22,62,84,98,104,152
ENSG00000196139,AKR1C3,8644,aldo-keto reductase family 1 member C3,32.90877518299123,-0.10874647123735713,0.5869113125966362,-0.1852860370951732,0.8530046891967449,NA,21,33,43,46,24,27
ENSG00000196208,GREB1,9687,growth regulating estrogen receptor binding 1,39.47221941038903,-0.2800678341807119,0.43727705574874015,-0.6404814304769724,0.5218596578496708,NA,35,60,28,30,41,47
ENSG00000196220,SRGAP3,9901,SLIT-ROBO Rho GTPase activating protein 3,90.6859227515087,-1.3115795039775688,0.37625775561789065,-3.4858537382802712,4.905691473199835e-4,NA,39,155,34,115,81,137
ENSG00000196296,ATP2A1,487,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,76.69187686281678,-0.3605887711920512,0.33123518046115324,-1.088618578165614,0.2763221206748733,NA,56,81,53,98,87,90
ENSG00000196338,NLGN3,54413,neuroligin 3,70.77990733077625,-0.606910479981977,0.3628703276585141,-1.6725271638995003,0.09442041599156105,NA,54,77,38,80,73,110
ENSG00000196345,ZKSCAN7,55888,zinc finger with KRAB and SCAN domains 7,32.076646516063136,-0.44364416145211866,0.4971917607021606,-0.8922999062284959,0.37223220451764294,NA,29,49,18,24,33,44
ENSG00000196368,NUDT11,55190,nudix hydrolase 11,83.60744066504195,0.011476267424529125,0.39670809049539973,0.028928745592755198,0.9769214195439021,NA,70,59,89,92,80,107
ENSG00000196391,ZNF774,342132,zinc finger protein 774,71.40764742518064,0.028731408301700914,0.32453121376254934,0.08853203354030194,0.9294538252058903,NA,76,91,49,63,87,69
ENSG00000196411,EPHB4,2050,EPH receptor B4,27.246082928965645,0.01859220879894535,0.6923176280304213,0.02685502729699147,0.9785753635852235,NA,17,12,34,39,26,32
ENSG00000196418,ZNF124,7678,zinc finger protein 124,25.046246425718557,-0.04661217309194821,0.5720750507673553,-0.08147912241483836,0.9350609275659291,NA,28,28,22,15,21,37
ENSG00000196420,S100A5,6276,S100 calcium binding protein A5,41.47536639145967,0.017584864314862118,0.4988439412870714,0.03525123362126292,0.9718794090711643,NA,41,38,39,26,40,65
ENSG00000196422,PPP1R26,9858,protein phosphatase 1 regulatory subunit 26,84.87221830966539,-0.1796180911088021,0.6006897102816149,-0.29901975684683146,0.7649249710427106,NA,42,35,76,109,112,133
ENSG00000196437,ZNF569,148266,zinc finger protein 569,60.08603021456294,0.7198730161553155,0.678931311528984,1.0603031616469845,0.28900670135113904,NA,32,89,63,19,124,38
ENSG00000196476,C20orf96,140680,chromosome 20 open reading frame 96,93.42035920401916,-0.09423362033100152,0.26920887856825826,-0.3500390508372794,0.7263093909495925,NA,80,103,82,93,99,106
ENSG00000196502,SULT1A1,6817,sulfotransferase family 1A member 1,92.97777424124504,0.1511203470067126,0.3846760217946385,0.3928509666437932,0.694429558766618,NA,84,95,117,104,74,76
ENSG00000196562,SULF2,55959,sulfatase 2,66.10975874782619,-0.40159159645470605,0.39628731006762435,-1.0133849514035072,0.3108763245251724,NA,43,94,63,84,56,58
ENSG00000196605,ZNF846,162993,zinc finger protein 846,63.43627904051432,-0.5181129373295874,0.38589200876414814,-1.342637125316194,0.17938950287458488,NA,49,63,41,101,62,68
ENSG00000196628,TCF4,6925,transcription factor 4,52.320638304295954,0.3489210466551832,0.5707549473274937,0.6113324961771653,0.5409794818725548,NA,82,76,49,48,38,22
ENSG00000196659,IFT70B,150737,intraflagellar transport 70B,86.56907236956283,-0.2203270433860532,0.3129603552528985,-0.7040094366202079,0.48142689690986407,NA,86,119,62,102,85,72
ENSG00000196689,TRPV1,7442,transient receptor potential cation channel subfamily V member 1,81.52347907380552,-0.31480501521269727,0.37926006450150784,-0.8300505238442939,0.40651021863109915,NA,66,68,76,109,65,103
ENSG00000196754,S100A2,6273,S100 calcium binding protein A2,35.85560873777458,1.0862536873873112,0.4882360606106298,2.224853457216473,0.02609107736866309,NA,59,27,48,21,32,24
ENSG00000196787,H2AC11,8969,H2A clustered histone 11,50.65481110080395,-0.25696593229693415,0.492164861868785,-0.5221135278150826,0.6015912881474655,NA,36,50,55,79,39,42
ENSG00000196867,ZFP28,140612,ZFP28 zinc finger protein,72.52884562401795,-0.2956338697531682,0.5378800108039838,-0.5496279166635626,0.5825746070737217,NA,47,68,35,56,113,126
ENSG00000196912,ANKRD36B,57730,ankyrin repeat domain 36B,103.39069949951528,0.03160761055508689,0.4232383067723416,0.07468041065594876,0.9404689941737666,NA,71,89,112,150,115,78
ENSG00000196935,SRGAP1,57522,SLIT-ROBO Rho GTPase activating protein 1,81.85651343455415,0.11210172808810417,0.38151792136317625,0.29383083155716766,0.7688871743013552,NA,98,123,57,59,95,68
ENSG00000196981,WDR5B,54554,WD repeat domain 5B,45.22254787700083,-0.10164040322469281,0.40470965326037683,-0.2511440051055583,0.8017027747282183,NA,41,49,43,58,41,39
ENSG00000197020,ZNF100,163227,zinc finger protein 100,42.76352665136503,0.1917271081477478,0.4959577224669901,0.3865795398729954,0.6990675073464766,NA,48,59,39,46,45,21
ENSG00000197124,ZNF682,91120,zinc finger protein 682,36.284684087475384,0.2565289482549997,0.44551113644137935,0.5758081611698476,0.5647448566143964,NA,31,42,41,27,41,35
ENSG00000197134,ZNF257,113835,zinc finger protein 257,103.1896565214587,-0.20228244311525456,0.3630607034643241,-0.5571587373270533,0.5774189790273192,NA,93,135,105,128,74,83
ENSG00000197191,CYSRT1,375791,cysteine rich tail 1,22.27728073149308,-0.5388202090141347,0.5935291223589977,-0.907824382521584,0.36397101404060483,NA,12,25,19,36,21,21
ENSG00000197238,H4C11,8363,H4 clustered histone 11,53.62459120034804,-0.3849753085096777,0.42597286302423387,-0.9037554781694538,0.3661250743708327,NA,41,81,28,51,69,60
ENSG00000197256,KANK2,25959,KN motif and ankyrin repeat domains 2,102.70463903178195,-0.6260347934644854,0.2615594116489148,-2.393470720544354,0.01668981336470768,NA,84,136,68,140,82,114
ENSG00000197279,ZNF165,7718,zinc finger protein 165,17.37037195268946,0.5082503609420186,0.5980315337025693,0.8498721761297567,0.39539615631404196,NA,19,18,22,13,17,14
ENSG00000197385,ZNF860,344787,zinc finger protein 860,65.7720457829515,0.11106411943942769,0.49261918288206463,0.22545634294963493,0.8216242843463839,NA,49,43,79,95,65,57
ENSG00000197497,ZNF665,79788,zinc finger protein 665,53.32428305404548,-0.08662523668635563,0.404793899395459,-0.21399837501436267,0.8305483243801692,NA,40,50,57,56,50,65
ENSG00000197557,IFT70A,92104,intraflagellar transport 70A,84.20787688984164,-0.3617012785308475,0.4175656438516103,-0.8662141722066213,0.38637272287646546,NA,107,140,44,85,66,75
ENSG00000197594,ENPP1,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,44.983993523790446,-0.25775442735084003,0.6610749013964061,-0.3899020017344154,0.6966090136562881,NA,57,97,35,40,26,20
ENSG00000197646,PDCD1LG2,80380,programmed cell death 1 ligand 2,90.74496748450008,-0.5071957994626191,0.3805093667540098,-1.3329390647839399,0.1825518014761142,NA,50,94,80,132,84,105
ENSG00000197696,NMB,4828,neuromedin B,34.55735100119898,0.26226492770858634,0.46528875875540143,0.5636605715773523,0.5729851556433998,NA,29,33,42,36,36,29
ENSG00000197712,FAM114A1,92689,family with sequence similarity 114 member A1,48.084620375930555,-0.2818205341192624,0.6258458626855569,-0.4503034228107652,0.6524916713063305,NA,28,20,42,67,55,75
ENSG00000197744,NA,NA,NA,44.6092144807954,-0.34318877776669315,0.41464322644870016,-0.8276724564054891,0.4078560218802098,NA,35,57,38,61,40,38
ENSG00000197776,KLHDC1,122773,kelch domain containing 1,26.245829777914324,-0.44088562670427517,0.5283004433775214,-0.8345357877907743,0.40397912927427504,NA,17,29,26,35,20,30
ENSG00000197779,ZNF81,347344,zinc finger protein 81,79.10707890713677,0.11281198352309525,0.8077118280316746,0.13966860408372192,0.8889218335247719,NA,51,160,26,19,175,67
ENSG00000197816,CCDC180,100499483,coiled-coil domain containing 180,27.44379051640431,-0.07985511921264388,0.7623878830877079,-0.10474342652092891,0.9165794020860967,NA,21,22,36,12,17,54
ENSG00000197837,H4C16,121504,H4 histone 16,31.507037576945834,0.045866134045796286,0.4564206120837231,0.10049093496544997,0.9199545792583161,NA,35,44,26,26,32,28
ENSG00000197847,SLC22A20P,440044,"solute carrier family 22 member 20, pseudogene",78.32824338846655,-0.15609267806129862,0.3825405834023948,-0.40804213940643413,0.6832427379486528,NA,49,79,66,77,100,102
ENSG00000197928,ZNF677,342926,zinc finger protein 677,42.31182706869326,-0.15155856599413142,0.5546423337237324,-0.2732545944998544,0.7846575158492747,NA,52,58,29,20,36,63
ENSG00000197937,ZNF347,84671,zinc finger protein 347,35.61439943879991,0.05037343726325861,0.7548423070707908,0.06673372278076946,0.9467936872441162,NA,44,32,11,14,55,64
ENSG00000198034,RPS4X,6191,ribosomal protein S4 X-linked,61.3396401843639,-0.3159202734663464,0.4369501541282144,-0.7230121570655077,0.4696724152834877,NA,39,49,54,72,64,90
ENSG00000198064,NPIPB13,613037,"nuclear pore complex interacting protein family, member B13",87.62177535770533,-0.7748635678363597,0.4261336404124787,-1.8183581260712618,0.06900941404251792,NA,50,134,55,63,83,152
ENSG00000198088,NUP62CL,54830,nucleoporin 62 C-terminal like,35.98263395366674,-0.014065451078093327,0.46367266212326713,-0.030334872480262884,0.9757999851446979,NA,32,32,26,32,47,49
ENSG00000198125,MB,4151,myoglobin,16.834851328967908,0.64390345183147,0.6885461731824687,0.935163794252665,0.34970389408782865,NA,14,15,28,14,15,12
ENSG00000198142,SOWAHC,65124,sosondowah ankyrin repeat domain family member C,73.82129500246795,0.04198221579599562,0.43035990953446013,0.09755140956649445,0.9222885099397832,NA,58,56,81,104,74,65
ENSG00000198182,ZNF607,84775,zinc finger protein 607,104.15384405322861,-0.16199891218235402,0.278485041223482,-0.5817149512614259,0.5607586989990812,NA,102,142,75,89,110,116
ENSG00000198208,RPS6KL1,83694,ribosomal protein S6 kinase like 1,48.30866722168625,0.5841079395197445,0.4824038508292356,1.2108276882858275,0.22596145110501586,NA,44,65,52,29,72,29
ENSG00000198223,CSF2RA,1438,colony stimulating factor 2 receptor subunit alpha,91.0853824958811,1.0236187785994113,0.513598369326385,1.9930335447558927,0.04625777400005936,NA,144,42,52,49,171,96
ENSG00000198237,NA,NA,NA,33.54041238299308,0.23333035952128509,0.5875663775301943,0.39711319170793524,0.6912839925012709,NA,35,27,46,26,20,43
ENSG00000198246,SLC29A3,55315,solute carrier family 29 member 3,93.10662271632363,-0.19973876715147992,0.29312467159207456,-0.6814123358044912,0.49561061949249474,NA,91,93,61,102,102,116
