gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7C2_no,D2_B7C2_Il8,D2_B7C2_no,D3_B7C2_Il8,D3_B7C2_no
ENSG00000214194,SMIM30,401397,small integral membrane protein 30,675.5239345440011,0.06441099540138916,0.11544626650948338,0.5579305190965018,0.5768918304432391,0.9999578066363455,649,735,744,657,684,604
ENSG00000214198,TTC41P,253724,"tetratricopeptide repeat domain 41, pseudogene",15.046878054069683,0.11008014815868801,0.7393690856948917,0.14888389342817848,0.8816452507382085,0.9999578066363455,15,24,8,11,23,10
ENSG00000214199,NA,NA,NA,36.605641565155636,-0.024676946060491835,0.3886726124091022,-0.06349031362806136,0.9493760722884214,0.9999578066363455,28,43,43,39,39,30
ENSG00000214212,C19orf38,255809,chromosome 19 open reading frame 38,114.90167716505051,-0.1386664902599497,0.28603928899275666,-0.4847812716506268,0.6278315090646918,0.9999578066363455,91,146,111,88,127,132
ENSG00000214223,NA,NA,NA,22.322782730212896,-1.008828375217708,0.5374695806778034,-1.8769962272943406,0.060518610941790174,0.9999578066363455,16,39,11,30,17,22
ENSG00000214226,C17orf67,339210,chromosome 17 open reading frame 67,98.97456594637137,0.12533973650126012,0.35918842268941936,0.3489526069988009,0.7271248898266132,0.9999578066363455,119,129,76,90,110,71
ENSG00000214253,FIS1,51024,"fission, mitochondrial 1",1383.1940996721078,0.07269281732945716,0.19595078267391888,0.3709748761270582,0.7106562445763577,0.9999578066363455,1415,1673,1277,1036,1535,1397
ENSG00000214309,MBLAC1,255374,metallo-beta-lactamase domain containing 1,81.9850506052174,0.2625565860015515,0.296984738335687,0.8840743382064948,0.3766560848969369,0.9999578066363455,89,105,104,60,77,64
ENSG00000214331,NA,NA,NA,110.37190005475759,0.14601909646231645,0.5191990244029592,0.28123915800925803,0.7785269724229625,0.9999578066363455,114,169,66,50,161,107
ENSG00000214338,SOGA3,387104,SOGA family member 3,914.7499827235542,-0.17436132713203856,0.19392355128589506,-0.8991240412825539,0.3685865938220028,0.9999578066363455,609,1008,1036,907,967,1004
ENSG00000214357,NEURL1B,54492,neuralized E3 ubiquitin protein ligase 1B,104.03794601000193,-3.918750673759425e-4,0.554153334637026,-7.071599914356254e-4,0.9994357680078424,0.9999578066363455,46,95,196,152,85,64
ENSG00000214367,HAUS3,79441,HAUS augmin like complex subunit 3,901.65969359654,0.025852904171875968,0.11285954569475577,0.2290714889265877,0.8188133528469356,0.9999578066363455,844,1010,1077,880,828,814
ENSG00000214389,RPS3AP26,644972,RPS3A pseudogene 26,20.70478649426461,-0.519055866812412,0.5848557096922813,-0.8874938864587822,0.374813056202546,0.9999578066363455,13,29,15,15,23,30
ENSG00000214391,TUBAP2,399942,tubulin alpha pseudogene 2,9.499985213701386,0.09615487161933162,0.8668086237163398,0.11092975887466248,0.9116720470596763,0.9999578066363455,11,18,6,5,12,6
ENSG00000214413,BBIP1,92482,BBSome interacting protein 1,429.0134036154328,0.053482629088267494,0.14476749220686277,0.3694381126105611,0.7118011943044863,0.9999578066363455,413,443,457,406,442,419
ENSG00000214425,NA,NA,NA,398.682749500811,-0.09080735440934738,0.35350239385838733,-0.2568790367109217,0.797272153968938,0.9999578066363455,306,467,646,487,243,291
ENSG00000214439,NA,NA,NA,13.758277574736866,-1.1569068039442394,0.6762468276091659,-1.7107759426161315,0.0871224822496806,0.9999578066363455,5,24,11,12,10,22
ENSG00000214485,RPL7P1,6174,ribosomal protein L7 pseudogene 1,30.133562674853735,0.26910648106783736,0.42659097548026587,0.6308302250530995,0.5281515383375461,0.9999578066363455,32,33,35,20,32,30
ENSG00000214517,PPME1,51400,protein phosphatase methylesterase 1,89.97174914478867,-0.06297250331967012,0.2545938933174479,-0.24734490878440277,0.8046413060669989,0.9999578066363455,74,103,93,89,98,86
ENSG00000214530,STARD10,10809,StAR related lipid transfer domain containing 10,1128.1123200487496,-0.06579722591753222,0.09826695653773564,-0.6695763075990384,0.5031279215292965,0.9999578066363455,1054,1368,1234,1053,1033,1081
ENSG00000214562,NUTM2D,728130,NUT family member 2D,92.5093086544801,0.35248378093299126,0.25079714504581696,1.4054537218459868,0.15988640147780656,0.9999578066363455,92,105,114,73,107,70
ENSG00000214654,B3GALT9,100288842,"beta-1,3-galactosyltransferase 9",107.91596002500236,-0.29003103559912563,0.28133094902646527,-1.0309247404267703,0.30257611369619714,0.9999578066363455,103,156,116,109,74,98
ENSG00000214655,ZSWIM8,23053,zinc finger SWIM-type containing 8,2554.1844900416354,-0.008411332398328534,0.09558340224210499,-0.08799992677623374,0.929876734341936,0.9999578066363455,2396,3014,3001,2384,2296,2374
ENSG00000214706,IFRD2,7866,interferon related developmental regulator 2,1572.2689562863507,0.04920996885611874,0.23005847286409056,0.21390200605734716,0.8306234758317708,0.9999578066363455,1693,2008,1371,1103,1687,1612
ENSG00000214711,CAPN14,440854,calpain 14,39.29671971152418,0.2903822614493919,0.5787488747357484,0.5017413840881814,0.6158494498050393,0.9999578066363455,30,22,74,49,30,33
ENSG00000214717,ZBED1,9189,zinc finger BED-type containing 1,2812.9131184179428,-0.08244076706793714,0.11883391218544388,-0.6937478161897578,0.4878403735379016,0.9999578066363455,2752,3563,2835,2530,2606,2713
ENSG00000214736,TOMM6,100188893,translocase of outer mitochondrial membrane 6,1825.1044707171834,0.08218916242391666,0.11177844684199066,0.7352863163334052,0.4621651400412119,0.9999578066363455,1734,2164,1989,1709,1921,1520
ENSG00000214753,HNRNPUL2,221092,heterogeneous nuclear ribonucleoprotein U like 2,13071.327495478788,0.04070461835310894,0.10639197688376983,0.38259105193221066,0.7020230059078321,0.9999578066363455,11843,15181,15927,12906,12354,11016
ENSG00000214756,CSKMT,751071,citrate synthase lysine methyltransferase,72.59754885985946,-0.1577753514493273,0.29581255133128675,-0.5333625998601774,0.593782601774679,0.9999578066363455,70,96,63,69,72,68
ENSG00000214765,NA,NA,NA,125.50025161620971,0.1741396666010097,0.2220170754087165,0.7843525831534888,0.4328332530638688,0.9999578066363455,137,135,147,111,116,111
ENSG00000214784,RPS3AP21,402287,RPS3A pseudogene 21,14.970288227447929,0.2958010135440037,0.7558947702233118,0.39132565165997385,0.6955565403343131,0.9999578066363455,10,23,17,14,23,5
ENSG00000214787,MS4A4E,643680,membrane spanning 4-domains A4E,178.65902484953642,-0.00976385941315637,0.1989402899654244,-0.049079346445374726,0.9608560627176413,0.9999578066363455,168,218,202,182,167,145
ENSG00000214826,NA,NA,NA,44.13512922597961,-0.281119320046085,0.37609870016457836,-0.7474615570941058,0.45478499971794106,0.9999578066363455,37,51,53,42,31,53
ENSG00000214827,MTCP1,4515,mature T cell proliferation 1,51.458079067207976,-0.15408083266256745,0.44089699109127806,-0.3494712728276896,0.7267355338824326,0.9999578066363455,54,44,62,52,31,65
ENSG00000214837,NA,NA,NA,68.55313387633942,-0.03990430430500748,0.36351478908727497,-0.10977353742663547,0.9125889782614656,0.9999578066363455,45,75,102,60,61,75
ENSG00000214941,ZSWIM7,125150,zinc finger SWIM-type containing 7,170.0269455387559,-0.07852071711017154,0.26352387907552505,-0.29796433395573907,0.7657303852310091,0.9999578066363455,193,197,161,144,139,187
ENSG00000214960,CRPPA,729920,CDP-L-ribitol pyrophosphorylase A,21.56920491491383,0.2627929800472001,0.7713025163724321,0.3407132408735816,0.7333194697064482,0.9999578066363455,36,38,17,17,16,7
ENSG00000215012,RTL10,79680,retrotransposon Gag like 10,871.7775576994889,-0.017202905098598474,0.13707006484098994,-0.1255044645857208,0.9001241907587536,0.9999578066363455,785,1026,1056,893,783,741
ENSG00000215021,PHB2,11331,prohibitin 2,7420.591988301003,-0.018973096038440843,0.09637886627404954,-0.19685950636202323,0.8439374827766573,0.9999578066363455,7135,8986,7796,6570,7208,7141
ENSG00000215030,RPL13P12,388344,ribosomal protein L13 pseudogene 12,551.3932703957597,-0.03524313574673411,1.7939614919609723,-0.01964542489048077,0.9843262269923865,0.9999578066363455,8,10,916,859,791,705
ENSG00000215041,NEURL4,84461,neuralized E3 ubiquitin protein ligase 4,648.0607995926159,0.004810224482968911,0.33257094279017124,0.014463754537941766,0.9884599959261878,0.9999578066363455,701,889,588,331,643,766
ENSG00000215114,UBXN2B,137886,UBX domain protein 2B,858.6543767901704,0.05571695254739245,0.19829803331266307,0.28097582016631345,0.7787289457645263,0.9999578066363455,776,857,1159,949,728,725
ENSG00000215126,ZNG1F,644019,Zn regulated GTPase metalloprotein activator 1F,52.2978880181189,0.32253555780504933,0.4076270139121584,0.7912516756668,0.428797141757193,0.9999578066363455,34,60,69,40,74,42
ENSG00000215154,NA,NA,NA,139.97070156430297,-0.05743076518799555,0.496575653031398,-0.11565360652984785,0.9079270760512727,0.9999578066363455,58,105,248,165,124,152
ENSG00000215158,NA,NA,NA,106.49667575780889,0.1716563031614565,0.44064345035667174,0.38955827670310783,0.6968632097172007,0.9999578066363455,80,89,185,140,84,70
ENSG00000215160,OR7E122P,81428,olfactory receptor family 7 subfamily E member 122 pseudogene,28.929295510534924,0.3023146158973927,0.5158124539183047,0.5860940611280275,0.5578123070269521,0.9999578066363455,22,27,30,19,44,32
ENSG00000215190,NA,NA,NA,58.44450155795297,-0.20976397860520182,0.41139403153797005,-0.5098858090405753,0.6101314644558051,0.9999578066363455,34,95,64,49,67,50
ENSG00000215193,PEX26,55670,peroxisomal biogenesis factor 26,373.9521331827042,-0.10701846865558862,0.19697475235827003,-0.5433105886633467,0.5869159750180921,0.9999578066363455,385,496,336,333,353,354
ENSG00000215218,UBE2QL1,134111,ubiquitin conjugating enzyme E2 Q family like 1,305.34033572686985,0.035359233157249786,0.24780683335698828,0.14268869295590245,0.8865360470511353,0.9999578066363455,310,329,276,231,335,350
ENSG00000215251,FASTKD5,60493,FAST kinase domains 5,1028.43331402797,-0.004992428916662731,0.19164338522733085,-0.02605061954390245,0.979216963575041,0.9999578066363455,1144,1361,978,876,938,915
ENSG00000215252,GOLGA8B,440270,golgin A8 family member B,246.06177048344512,0.08867728182776058,0.3805110366238844,0.23304785746704507,0.8157242438056246,0.9999578066363455,132,209,408,285,247,217
ENSG00000215271,NA,NA,NA,958.0941532858044,0.004927403922987579,0.2265562799068294,0.021749138558480742,0.9826480661273772,0.9999578066363455,1095,1364,977,814,795,767
ENSG00000215301,DDX3X,1654,DEAD-box helicase 3 X-linked,10264.577046923543,-0.024533342379430893,0.11179493289967525,-0.21944950225469617,0.826299912427211,0.9999578066363455,9934,12771,10738,8769,9883,9975
ENSG00000215302,NA,NA,NA,53.78686088430625,-0.05243655244054414,0.5201734877705488,-0.1008058920213061,0.9197045495133597,0.9999578066363455,73,82,29,41,52,46
ENSG00000215305,VPS16,64601,VPS16 core subunit of CORVET and HOPS complexes,1526.6543476262893,-0.10119642318490217,0.0903061549760832,-1.1205927570684762,0.2624612494439203,0.9999578066363455,1394,1824,1583,1452,1453,1511
ENSG00000215375,MYL5,4636,myosin light chain 5,143.49695009970273,0.11758026291926042,0.23934289401735595,0.49126281104771,0.6232405791432112,0.9999578066363455,157,177,165,111,127,132
ENSG00000215421,ZNF407,55628,zinc finger protein 407,679.2826849835643,0.05014249809156086,0.12453925808883953,0.40262403085613313,0.6872248285128881,0.9999578066363455,670,746,783,669,629,603
ENSG00000215440,NPEPL1,79716,aminopeptidase like 1,116.24343254692624,0.9352773760000307,0.7114969336431164,1.3145205998444423,0.1886710704243686,0.9999578066363455,35,98,223,27,216,118
ENSG00000215548,NA,NA,NA,67.46932092710558,-0.14842352734048678,0.3248629235908036,-0.4568804765404396,0.6477569575551236,0.9999578066363455,56,77,63,56,73,81
ENSG00000215580,NA,NA,NA,28.012433577044966,0.3183982955123331,0.6766816295139438,0.4705289483638511,0.6379771570512148,0.9999578066363455,14,14,31,29,49,30
ENSG00000215630,GUSBP9,118126072,GUSB pseudogene 9,33.14334867819252,-0.5789334444173436,0.7902068526663615,-0.7326353124677077,0.4637808874787717,0.9999578066363455,8,21,53,66,23,29
ENSG00000215695,RSC1A1,6248,regulator of solute carriers 1,152.39622098450698,0.4838084480877867,0.32601234855692734,1.4840187809735848,0.1378039381944102,0.9999578066363455,150,187,168,81,215,124
ENSG00000215712,TMEM242,729515,transmembrane protein 242,452.58397137153895,0.08620404153032434,0.15028810881110505,0.573591897670846,0.5662439958758219,0.9999578066363455,403,471,496,411,504,442
ENSG00000215717,TMEM167B,56900,transmembrane protein 167B,947.6560467943142,0.011628928700729521,0.16821343979351852,0.0691319832410775,0.9448845629753302,0.9999578066363455,753,971,1224,1000,919,868
ENSG00000215784,FAM72D,728833,family with sequence similarity 72 member D,804.2434535055208,0.08821289276504811,0.16512070456745767,0.5342327783552426,0.5931804936756435,0.9999578066363455,709,751,1029,794,776,791
ENSG00000215788,TNFRSF25,8718,TNF receptor superfamily member 25,390.84460215405676,0.10767332719095421,0.15005192442399246,0.7175737839036862,0.4730201269832189,0.9999578066363455,343,449,493,368,393,326
ENSG00000215790,NA,NA,NA,51.11670835345055,-0.17047667870439825,0.8354512241755514,-0.20405341900435878,0.8383117546581043,0.9999578066363455,48,62,79,94,21,8
ENSG00000215817,ZC3H11B,643136,zinc finger CCCH-type containing 11B,18.723007048121964,0.6602985713017437,0.6506857420037191,1.014773382414102,0.31021386464984513,0.9999578066363455,24,17,26,21,19,6
ENSG00000215845,TSTD1,100131187,thiosulfate sulfurtransferase like domain containing 1,1120.3142701081003,-0.0313449210981218,0.1466552453058775,-0.2137320150584862,0.830756043772864,0.9999578066363455,1038,1293,1333,1197,980,939
ENSG00000215861,NA,NA,NA,17.151599491594112,0.3573346743088368,0.7776051620898801,0.459532281586801,0.6458519758009841,0.9999578066363455,25,32,15,10,17,6
ENSG00000215883,CYB5RL,606495,cytochrome b5 reductase like,106.98016416487503,-0.3737028031787966,0.2783712000889658,-1.3424621622472561,0.17944619094511938,0.9999578066363455,72,155,130,103,83,111
ENSG00000215908,NA,NA,NA,260.88793589864247,-0.1152841125501078,0.21847857075495108,-0.5276678264222637,0.5977299076691848,0.9999578066363455,207,291,254,231,292,296
ENSG00000215915,ATAD3C,219293,ATPase family AAA domain containing 3C,20.035178588083433,0.47332309736989786,0.644638172871927,0.7342461512342598,0.462798730414159,0.9999578066363455,11,14,28,22,32,14
ENSG00000216490,IFI30,10437,IFI30 lysosomal thiol reductase,2482.1178964811397,0.014993774165053882,0.24742547979598992,0.060599151620991984,0.9516784491925202,0.9999578066363455,2601,3194,2048,1696,2754,2654
ENSG00000216775,NA,NA,NA,806.5270283456282,-0.04549756537424915,0.5219668087038781,-0.08716562933805394,0.9305398591542599,0.9999578066363455,888,1321,375,297,1052,933
ENSG00000216866,RPS2P55,286444,ribosomal protein S2 pseudogene 55,12.181206743335741,0.48833360321203917,0.6848638876326616,0.713037454639403,0.47582258057732557,0.9999578066363455,13,7,18,13,12,10
ENSG00000216937,CCDC7,79741,coiled-coil domain containing 7,36.43450865250063,-0.30736026490574686,0.4773492855244545,-0.6438896510928178,0.5196469930737253,0.9999578066363455,17,39,46,38,37,44
ENSG00000217128,FNIP1,96459,folliculin interacting protein 1,379.66144054613585,-0.1421451079333546,0.3596878893298282,-0.3951901416480824,0.6927025676399419,0.9999578066363455,352,464,567,443,189,301
ENSG00000217442,SYCE3,644186,synaptonemal complex central element protein 3,13.404896937121705,0.40420701254596875,0.7408615270647652,0.5455905021109748,0.5853474545822591,0.9999578066363455,10,7,24,17,13,10
ENSG00000217482,HMGB1P17,100419974,high mobility group box 1 pseudogene 17,133.78472832681263,0.019795159461586723,0.3611808555475147,0.054806779367027096,0.9562923993687342,0.9999578066363455,97,109,210,154,108,132
ENSG00000217555,CKLF,51192,chemokine like factor,1394.79504526735,-0.0170043654529317,0.1205480994941807,-0.14105876014870364,0.887823522459581,0.9999578066363455,1169,1472,1625,1360,1401,1393
ENSG00000217648,PARLP2,100131471,PARL pseudogene 2,8.396066050742876,-0.10735279434217797,0.8055462616772451,-0.13326707533674903,0.8939821653769942,0.9999578066363455,7,8,6,7,11,11
ENSG00000217801,NA,NA,NA,1746.94204620172,-0.06236161886028659,0.267533936034131,-0.23309797547452343,0.8156853269474331,0.9999578066363455,1361,1902,1540,1299,2216,2177
ENSG00000217929,NA,NA,NA,33.3435874206214,0.0668021595743582,0.4114586341156893,0.16235449699076074,0.8710267014976216,0.9999578066363455,34,34,33,27,35,37
ENSG00000217930,PAM16,51025,presequence translocase associated motor 16,262.5839653194734,0.10140513920427624,0.26579459981604403,0.38151692801305426,0.7028197126269606,0.9999578066363455,296,319,245,177,268,276
ENSG00000218052,ADAMTS7P4,642935,ADAMTS7 pseudogene 4,16.155623999508467,0.207905240137803,0.8396661513864632,0.24760464595900203,0.8044403156933099,0.9999578066363455,6,14,37,22,12,9
ENSG00000218227,RPL19P9,653314,ribosomal protein L19 pseudogene 9,17.32908713933975,-0.04089899015359063,0.6648924584360926,-0.06151218837673388,0.9509513078675882,0.9999578066363455,12,18,30,23,11,12
ENSG00000218283,NA,NA,NA,12.775830006797634,-0.02417276822597109,0.6513689183764205,-0.03711071797257887,0.9703967262099779,0.9999578066363455,9,14,20,12,10,13
ENSG00000218336,TENM3,55714,teneurin transmembrane protein 3,40.37337586973694,0.18378952081225355,0.5415911569199462,0.3393510371503719,0.7343452990737569,0.9999578066363455,35,34,67,56,30,23
ENSG00000218358,NA,NA,NA,71.72991005159581,0.002134719706586597,0.5525084083423331,0.0038636872748983205,0.9969172312455595,0.9999578066363455,91,133,41,51,78,42
ENSG00000218426,RPL27AP6,389435,ribosomal protein L27a pseudogene 6,28.568233803439245,0.19720418564313766,0.45040593795908795,0.4378365581429134,0.6615047676444796,0.9999578066363455,23,26,41,24,29,30
ENSG00000218739,CEBPZOS,100505876,CEBPZ opposite strand,1345.1315001587495,-0.016700442816929117,0.1463659991945312,-0.11410056234940875,0.909158076446333,0.9999578066363455,1115,1430,1658,1445,1286,1201
ENSG00000218891,ZNF579,163033,zinc finger protein 579,604.5984629171144,-0.09433121152057111,0.16572127108013554,-0.5692160753157431,0.5692095126868781,0.9999578066363455,511,599,640,644,611,627
ENSG00000219200,RNASEK,440400,ribonuclease K,4846.639810853763,-0.057833085593206615,0.09865987307958776,-0.5861864990091092,0.5577501934064769,0.9999578066363455,4031,5419,5399,4865,4919,4643
ENSG00000219481,NBPF1,55672,NBPF member 1,146.64524871113625,-0.022596409147607698,0.25085079406215105,-0.09007908159943552,0.9282243720961889,0.9999578066363455,131,153,191,129,120,163
ENSG00000219545,UMAD1,729852,UBAP1-MVB12-associated (UMA) domain containing 1,270.0409349109718,-0.08343946775189186,0.28075261301080284,-0.2971992561603737,0.7663143897289166,0.9999578066363455,207,291,399,308,200,238
ENSG00000219607,PPP1R3G,648791,protein phosphatase 1 regulatory subunit 3G,59.58062528865222,0.20148022352235884,0.6450987702424715,0.31232461262734856,0.754793836772861,0.9999578066363455,36,41,122,93,42,30
ENSG00000219626,FAM228B,375190,family with sequence similarity 228 member B,117.12686203655403,0.03457799163994133,0.29670282674840776,0.11654082308175007,0.9072239343587725,0.9999578066363455,88,134,160,131,114,86
ENSG00000220205,VAMP2,6844,vesicle associated membrane protein 2,52.39237884756426,0.08337761672708201,0.41030069093868055,0.2032110073622635,0.8389701096984263,0.9999578066363455,35,45,75,46,55,61
ENSG00000220323,H2BC19P,337874,"H2B clustered histone 19, pseudogene",35.378749447774545,0.35201018572463544,0.7802301208195439,0.451162005069592,0.6518727914715614,0.9999578066363455,20,23,71,59,33,10
ENSG00000220370,NA,NA,NA,22.181192147883188,0.2605737043440407,0.49273155181057665,0.5288350287018242,0.5969198959049622,0.9999578066363455,27,23,22,17,23,21
ENSG00000220749,RPL21P28,100131205,ribosomal protein L21 pseudogene 28,11.927427112983112,-0.5851543866333546,0.6838410530203829,-0.855687712881305,0.3921705384022091,0.9999578066363455,6,20,11,14,12,10
ENSG00000220804,NA,NA,NA,73.65162823947495,-0.1659539075946187,0.32010048716899153,-0.5184431584666918,0.6041491092332478,0.9999578066363455,57,79,65,79,86,76
ENSG00000220848,NA,NA,NA,31.506633831542402,0.3681378242446353,0.5238839221476369,0.7027087655896597,0.4822372638736663,0.9999578066363455,31,23,56,33,22,26
ENSG00000221821,C6orf226,441150,chromosome 6 open reading frame 226,65.96769157633732,0.003252691170210486,0.3199345194681081,0.010166740293039005,0.9918882546285923,0.9999578066363455,47,77,83,55,71,68
ENSG00000221823,PPP3R1,5534,"protein phosphatase 3 regulatory subunit B, alpha",4171.187069089238,0.0776382904843439,0.1017525695978918,0.763010612814563,0.4454570666068297,0.9999578066363455,4071,4595,4534,3580,4264,4106
ENSG00000221829,FANCG,2189,FA complementation group G,1722.8978273431462,0.03546171721398451,0.09128728611796652,0.38846282677479205,0.6976735582573008,0.9999578066363455,1652,2027,1985,1565,1622,1575
ENSG00000221838,AP4M1,9179,adaptor related protein complex 4 subunit mu 1,280.08320789300836,-0.14574326051376643,0.20589669607869782,-0.7078465234724333,0.47904057166187536,0.9999578066363455,213,291,296,318,294,274
ENSG00000221866,PLXNA4,91584,plexin A4,11.018260022040328,-0.04603519826601275,0.9092312584454609,-0.05063090147683711,0.9596196385786098,0.9999578066363455,7,7,22,18,5,8
ENSG00000221869,CEBPD,1052,CCAAT enhancer binding protein delta,19.421655005522563,0.15708603292314688,0.7680889217705354,0.2045154258455454,0.8379507386594526,0.9999578066363455,18,18,9,10,33,27
ENSG00000221882,OR3A2,4995,olfactory receptor family 3 subfamily A member 2,29.299401067811008,0.031800292536425336,0.8414483613513101,0.03779232808220837,0.9698532613076493,0.9999578066363455,12,17,63,54,19,14
ENSG00000221883,NA,NA,NA,29.548011974223424,-0.3550162812165007,0.5411573582175814,-0.6560315143562373,0.5118038474981125,0.9999578066363455,22,24,28,49,28,25
ENSG00000221886,FAM200C,63920,family with sequence similarity 200 member C,74.02458613978081,-0.3044944138756452,0.2782289929803898,-1.0944021707223972,0.2737786323258863,0.9999578066363455,63,102,68,68,68,79
ENSG00000221887,HMSD,284293,histocompatibility minor serpin domain containing,529.81550091592,0.04165609629013966,0.20532771189040327,0.20287615298793288,0.8392318338333661,0.9999578066363455,475,520,532,450,605,597
ENSG00000221890,NPTXR,23467,neuronal pentraxin receptor,120.61810559197029,0.26274895903092343,0.2993122118857579,0.8778424287319423,0.38002923558838747,0.9999578066363455,120,97,121,105,152,125
ENSG00000221909,FAM200A,221786,family with sequence similarity 200 member A,191.17305644648144,0.03597922527260363,0.1952782605385039,0.18424593282112653,0.853820527044993,0.9999578066363455,158,210,237,194,192,167
ENSG00000221914,PPP2R2A,5520,protein phosphatase 2 regulatory subunit Balpha,3269.271727625434,0.03522565367341527,0.13080318408846164,0.2693027231630104,0.7876967367868577,0.9999578066363455,3141,3471,3381,2842,3404,3424
ENSG00000221916,C19orf73,55150,chromosome 19 open reading frame 73,10.593355693597127,-0.047175351528870084,0.771821914172048,-0.06112206800901244,0.9512619942766939,0.9999578066363455,8,15,7,7,16,11
ENSG00000221923,ZNF880,400713,zinc finger protein 880,105.72034730430624,-0.30529249835563693,0.3196846891031543,-0.9549800436552238,0.3395877890592552,0.9999578066363455,65,123,95,108,125,121
ENSG00000221926,TRIM16,10626,tripartite motif containing 16,1112.3552849216228,0.02648044399810532,0.29314029094751104,0.09033368941714956,0.9280220492964975,0.9999578066363455,1116,1322,796,792,1406,1234
ENSG00000221944,TIGD1,200765,tigger transposable element derived 1,47.627438716547935,0.10353177824570976,0.37033003159111616,0.2795662501387948,0.7798103034387049,0.9999578066363455,42,46,57,36,50,56
ENSG00000221946,FXYD7,53822,FXYD domain containing ion transport regulator 7,14.481564002992146,-0.03710064294476555,0.8804979845712918,-0.042135977134382184,0.9663903000217623,0.9999578066363455,9,8,30,23,6,12
ENSG00000221955,SLC12A8,84561,solute carrier family 12 member 8,44.403541050083476,0.13356218091409838,0.5228604790552409,0.2554451641773203,0.7983792915247316,0.9999578066363455,51,48,32,23,54,57
ENSG00000221963,APOL6,80830,apolipoprotein L6,11040.34813316508,0.03567804433936849,0.20150108664353952,0.1770612999347435,0.8594602397533686,0.9999578066363455,11698,14548,10095,8012,11486,10838
ENSG00000221968,FADS3,3995,fatty acid desaturase 3,201.97379507985525,-0.09675816221548626,0.26950987176623664,-0.3590152805215643,0.7195836580985028,0.9999578066363455,172,217,181,165,231,246
ENSG00000221978,CCNL2,81669,cyclin L2,712.4152492239739,-0.051726392177439004,0.1397074385616167,-0.37024794606498745,0.7111977550951414,0.9999578066363455,675,928,761,607,669,678
ENSG00000221983,UBA52,7311,ubiquitin A-52 residue ribosomal protein fusion product 1,15096.649371380507,-0.031131225190888893,0.07171248535725576,-0.4341116478643852,0.6642073675431092,0.9999578066363455,13589,17293,16960,14984,14508,13899
ENSG00000221994,ZNF630,57232,zinc finger protein 630,32.99094520952311,0.09313458442000436,0.6466072464665158,0.14403578822995342,0.8854722093606344,0.9999578066363455,26,38,46,49,32,10
ENSG00000222009,BTBD19,149478,BTB domain containing 19,35.49927337440522,-0.4403367661017754,0.4900163058086671,-0.8986165580247248,0.36885693599346664,0.9999578066363455,22,37,25,48,43,37
ENSG00000222011,FAM185A,222234,family with sequence similarity 185 member A,111.7732991142103,0.06818873438865518,0.2598395057564533,0.2624263550307406,0.7929927560962932,0.9999578066363455,110,139,146,100,91,94
ENSG00000223396,NA,NA,NA,122.32275284374032,-0.08566917286890999,0.2698189671794669,-0.3175061181370847,0.7508595978578205,0.9999578066363455,93,117,154,125,114,135
ENSG00000223459,TCAF1P1,653199,TRPM8 channel associated factor 1 pseudogene 1,98.26235281866389,0.24300571563101767,0.24054212743209627,1.010241815956404,0.31237944963469444,0.9999578066363455,104,94,115,88,101,89
ENSG00000223496,EXOSC6,118460,exosome component 6,1689.7403511745463,-0.06915908397461505,0.13018736192748073,-0.5312273246088147,0.5952612600554115,0.9999578066363455,1604,2214,1709,1470,1636,1597
ENSG00000223508,NA,NA,NA,47.57787720931009,-0.42604975111045756,0.41447795971915447,-1.027918954723537,0.30398795253935074,0.9999578066363455,44,61,54,59,25,45
ENSG00000223509,NA,NA,NA,127.48929957890866,0.10946513078571218,0.3181407962833582,0.3440776287245317,0.7307879065909528,0.9999578066363455,87,108,174,123,143,135
ENSG00000223547,ZNF844,284391,zinc finger protein 844,10.187108146227759,-0.30088329594311963,0.7742187407662605,-0.38862827790157745,0.6975511452457389,0.9999578066363455,11,13,7,15,9,6
ENSG00000223551,TMSB4XP4,7118,TMSB4X pseudogene 4,4603.881652281093,0.014357953250948236,0.14890742854329667,0.09642200789716468,0.9231854137839528,0.9999578066363455,3991,4795,5707,5064,4335,3931
ENSG00000223573,TINCR,257000,TINCR ubiquitin domain containing,20.869815683650366,-0.11139777675995896,0.6525230316868521,-0.17071853612888122,0.8644450870728246,0.9999578066363455,11,15,24,32,26,17
ENSG00000223705,NSUN5P1,155400,NSUN5 pseudogene 1,95.60828300653166,0.16268979690846508,0.26652719354095566,0.6104059955273026,0.5415928975160693,0.9999578066363455,78,95,120,81,108,96
ENSG00000223756,NA,NA,NA,14.785639905797893,-0.06587135510069528,0.6191614671482543,-0.10638800796840092,0.9152745073334567,0.9999578066363455,13,19,11,15,19,12
ENSG00000223773,NA,NA,NA,132.52764413198588,0.2507482152685251,0.48638560446988166,0.5155337924563351,0.6061800620253299,0.9999578066363455,98,75,122,103,211,177
ENSG00000223804,NA,NA,NA,76.16248217067853,-0.26500937025618376,0.3174996502493187,-0.8346761013691933,0.40390010106489516,0.9999578066363455,62,84,90,97,58,69
ENSG00000223820,NA,NA,NA,16.340710875800802,-0.4166429624795073,0.8012470348199202,-0.5199931411579545,0.6030683556126556,0.9999578066363455,14,13,7,11,20,31
